cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-0170-00-1040183-0-E,2727,Total Adjudicado:,"46.200,00",Total Recepcionado:,"46.200,00",,
21-1328-00-1160632-1-1,2728,Total Referencial:,"49,250.00",Total Recepcionado:,"39,141.00",,
20-1734-00-1094228-1-1,2729,Total Referencial:,"200.000,00",Total Adjudicado:,"196.800,00",Total Recepcionado:,"196.800,00"
21-0905-00-1179787-1-1,2730,Total Referencial:,"45.500,00",Total Recepcionado:,"45.500,00",,
20-0903-00-1091959-1-1,2731,Total Referencial:,"150.000,00",Total Recepcionado:,"150.000,00",,
20-0417-06-1082922-1-1,2732,Total Referencial:,"300.000,00",Total Adjudicado:,"120.000,00",Total Recepcionado:,"120.000,00"
21-0417-06-1143348-2-1,2733,Total Referencial:,"117.000,00",Total Adjudicado:,"114.000,00",,
20-0906-29-1082503-1-1,2734,Total Referencial:,"49.305,00",Total Recepcionado:,"49.132,00",,
20-1119-00-1078302-1-1,2735,Total Referencial:,"187.400,00",Total Adjudicado:,"168.400,00",Total Recepcionado:,"168.400,00"
20-0418-07-1049163-0-E,2736,Total Adjudicado:,"150.000,00",Total Recepcionado:,"150.000,00",,
20-1432-00-1099616-1-1,2737,Total Referencial:,"28,300.00",Total Recepcionado:,"28,300.00",,
20-0906-00-1041212-0-E,2738,Total Adjudicado:,"36.740,00",Total Recepcionado:,"36.740,00",,
20-1302-00-1047697-0-E,2739,Total Adjudicado:,"49.500,00",Total Recepcionado:,"49.500,00",,
20-0206-00-1092473-1-1,2740,Total Referencial:,"49.850,00",Total Recepcionado:,"47.825,00",,
20-0903-00-1060397-1-1,2741,Total Referencial:,"115,000.00",Total Adjudicado:,"115,000.00",Total Recepcionado:,"115,000.00"
20-0046-00-1038991-0-E,2742,Total Adjudicado:,"449.970,00",Total Recepcionado:,"449.970,00",,
21-0422-00-1179756-1-1,2743,Total Referencial:,"900.000,00",Total Adjudicado:,"866.732,33",,
20-0418-07-1049392-0-E,2744,Total Adjudicado:,"235.250,00",Total Recepcionado:,"235.250,00",,
20-1306-00-1088781-1-1,2745,Total Referencial:,"95,700.00",Total Adjudicado:,"66,100.00",Total Recepcionado:,"76,000.00"
21-0046-00-1159724-1-1,2746,Total Referencial:,"22,436.00",Total Recepcionado:,"21,962.00",,
20-0906-00-1039590-0-E,2747,Total Adjudicado:,"431.100,00",Total Recepcionado:,"431.100,00",,
20-0418-07-1052709-0-E,2748,Total Adjudicado:,"215.140,00",Total Recepcionado:,"215.140,00",,
20-1324-00-1045899-0-E,2749,Total Adjudicado:,"23.000,00",Total Recepcionado:,"23.000,00",,
21-0046-00-1135659-1-1,2750,Total Referencial:,Total Adjudicado:,"40.000,00",Total Recepcionado:,"40.000,00",
21-1541-00-1148288-1-1,2751,Total Referencial:,"360.900,00",Total Adjudicado:,"352.050,00",Total Recepcionado:,"352.050,00"
20-0417-01-1075930-1-1,2752,Total Referencial:,"178.840,00",Total Recepcionado:,"178.840,00",,
21-0903-00-1147107-1-1,2753,Total Referencial:,"100,000.00",Total Adjudicado:,"17,500.00",Total Recepcionado:,"17,500.00"
20-0902-43-1046648-0-E,2754,Total Adjudicado:,"49.999,20",Total Recepcionado:,"49.999,20",,
20-1801-00-1046356-0-E,2755,Total Adjudicado:,"22.500,00",Total Recepcionado:,"22.500,00",,
20-0906-34-1086082-1-1,2756,Total Referencial:,"29,660.00",Total Recepcionado:,"16,230.00",,
21-1201-00-1158087-1-1,2757,Total Referencial:,"49,995.00",Total Recepcionado:,"49,995.00",,
20-0903-00-1093983-1-1,2758,Total Referencial:,"27,000.00",Total Recepcionado:,"27,000.00",,
20-1201-00-1041434-0-E,2759,Total Adjudicado:,"93.187,00",Total Recepcionado:,"93.187,00",,
20-1257-00-1094772-1-1,2760,Total Referencial:,"116.000,00",Total Recepcionado:,"106.000,00",,
20-0417-06-1091967-1-1,2761,Total Referencial:,"28,070.00",Total Recepcionado:,"18,285.50",,
20-1228-00-1086342-1-1,2762,Total Referencial:,"34,700.00",Total Recepcionado:,"34,700.00",,
20-1528-00-1067615-2-1,2763,Total Referencial:,"594.798,00",Total Adjudicado:,"564.570,00",Total Recepcionado:,"564.570,00"
20-1528-00-1067615-2-1,2763,Total Referencial:,"126.340,00",Total Adjudicado:,Total Recepcionado:,,
20-1528-00-1067615-2-1,2763,Total Referencial:,"125.050,00",Total Adjudicado:,"124.840,00",Total Recepcionado:,"124.840,00"
20-1306-00-1040607-0-E,2764,Total Adjudicado:,"49.800,00",Total Recepcionado:,"49.800,00",,
20-0417-09-1046485-0-E,2765,Total Adjudicado:,"36.800,00",Total Recepcionado:,"36.800,00",,
21-0513-00-1168782-1-1,2766,Total Referencial:,"32.890,00",Total Recepcionado:,"30.140,00",,
20-1329-00-1100783-1-1,2767,Total Referencial:,"143.775,00",Total Recepcionado:,"143.775,00",,
21-1517-00-1144260-1-1,2768,Total Referencial:,"226,931.25",Total Adjudicado:,"154,795.95",Total Recepcionado:,"154,795.95"
20-0411-00-1090257-1-1,2769,Total Referencial:,"1.792.206,00",Total Recepcionado:,"1.792.206,00",,
20-1606-00-1049087-0-E,2770,Total Adjudicado:,"143.550,00",Total Recepcionado:,"143.550,00",,
20-1511-00-1059731-2-1,2771,Total Referencial:,"83.936,00",Total Adjudicado:,"75.932,80",Total Recepcionado:,"75.932,80"
21-0902-39-1140597-1-1,2772,Total Referencial:,"67,725.30",Total Adjudicado:,"42,512.25",Total Recepcionado:,"42,512.25"
20-1734-00-1094184-2-1,2773,Total Referencial:,"200.000,00",Total Adjudicado:,"196.800,00",Total Recepcionado:,"196.800,00"
20-0903-00-1089411-1-1,2774,Total Referencial:,"145.000,00",Total Adjudicado:,"145.000,00",Total Recepcionado:,"145.000,00"
21-0903-00-1180031-1-1,2775,Total Referencial:,"41,439.00",Total Recepcionado:,"27,626.00",,
20-3701-00-1084776-1-1,2776,Total Referencial:,"34.710,00",Total Recepcionado:,"34.710,00",,
20-1204-00-1046116-0-E,2777,Total Adjudicado:,"49.270,00",Total Recepcionado:,"49.270,00",,
20-0670-08-1099611-1-1,2778,Total Referencial:,"49,131.00",Total Recepcionado:,"37,080.00",,
20-0417-01-1052224-0-E,2779,Total Adjudicado:,"99.900,00",,,,
20-1505-00-1095642-1-1,2780,Total Referencial:,"22,000.00",Total Recepcionado:,"22,000.00",,
21-0906-03-1141604-1-1,2781,Total Referencial:,"49.701,06",Total Recepcionado:,"49.701,06",,
20-1301-00-1092123-1-2,2782,Total Referencial:,"2,066,770.00",Total Adjudicado:,"1,023,674.00",Total Recepcionado:,"1,023,674.00"
20-1201-00-1042532-0-E,2783,Total Adjudicado:,"843.897,60",Total Recepcionado:,"843.897,60",,
20-0417-03-1061913-1-1,2784,Total Referencial:,"315.000,00",Total Adjudicado:,"234.000,00",Total Recepcionado:,"234.000,00"
21-0417-01-1128089-1-1,2785,Total Referencial:,"49.939,78",Total Recepcionado:,"49.939,78",,
20-1703-00-1048911-0-E,2786,Total Adjudicado:,"28.800,00",Total Recepcionado:,"28.800,00",,
20-1610-00-1038841-0-E,2787,Total Adjudicado:,"33.620,00",Total Recepcionado:,"33.620,00",,
20-0902-43-1039821-0-E,2788,Total Adjudicado:,"42.338,70",Total Recepcionado:,"42.338,70",,
20-1601-00-1044052-0-E,2789,Total Adjudicado:,"49.600,00",,,,
21-1302-00-1111787-3-2,2790,Total Referencial:,"121.590,00",Total Adjudicado:,"121.011,00",Total Recepcionado:,"121.011,00"
21-1201-00-1178738-1-1,2791,Total Referencial:,"48.000,00",Total Recepcionado:,"96.000,00",,
20-1301-00-1044750-0-E,2792,Total Adjudicado:,"54.940,00",,,,
21-1602-00-1109739-1-1,2793,Total Referencial:,"199.745,00",Total Adjudicado:,"158.961,70",Total Recepcionado:,"158.961,70"
20-0015-01-1043657-0-E,2794,Total Adjudicado:,"600.000,00",Total Recepcionado:,"600.000,00",,
20-1306-00-1048395-0-E,2795,Total Adjudicado:,"27.600,00",Total Recepcionado:,"27.600,00",,
20-1501-00-1046439-0-E,2796,Total Adjudicado:,"45.500,00",,,,
21-0906-03-1154772-1-1,2797,Total Referencial:,"50.000,00",Total Recepcionado:,"50.000,00",,
21-0903-00-1163856-1-1,2798,Total Referencial:,"25.323,00",Total Adjudicado:,"20.287,00",Total Recepcionado:,"20.287,00"
21-0903-00-1163856-1-1,2798,Total Referencial:,"9.200,00",Total Adjudicado:,"9.198,00",Total Recepcionado:,"9.198,00"
21-0903-00-1163856-1-1,2798,Total Referencial:,"22.500,00",Total Adjudicado:,"13.500,00",Total Recepcionado:,"13.500,00"
20-1602-00-1082146-1-1,2799,Total Referencial:,"335,480.60",Total Recepcionado:,"213,112.17",,
20-1537-00-1048908-0-E,2800,Total Adjudicado:,"49.022,50",Total Recepcionado:,"49.022,50",,
20-1260-00-1040312-0-E,2801,Total Adjudicado:,"21.729,50",Total Recepcionado:,"21.729,50",,
21-1301-00-1125272-1-1,2802,Total Referencial:,"44.493,00",Total Recepcionado:,"44.493,00",,
20-1303-00-1047149-0-E,2803,Total Adjudicado:,"21.600,00",Total Recepcionado:,"21.600,00",,
20-1905-00-1052466-0-E,2804,Total Adjudicado:,"120.000,00",,,,
20-1801-00-1085882-1-1,2805,Total Referencial:,"32.700,00",Total Recepcionado:,"27.291,00",,
20-0905-00-1050287-0-E,2806,Total Adjudicado:,"329.294,00",,,,
21-0046-00-1138279-1-1,2807,Total Referencial:,"62,455.00",Total Adjudicado:,"30,000.20",Total Recepcionado:,"30,000.20"
21-0046-00-1135015-1-2,2808,Total Referencial:,"27,120.00",Total Recepcionado:,"7,353.48",,
20-1417-00-1102061-1-1,2809,Total Referencial:,"37.140,00",Total Recepcionado:,"37.140,00",,
20-1410-00-1091890-2-1,2810,Total Referencial:,"119.900,00",Total Adjudicado:,"115.970,00",,
20-4601-03-1094096-1-1,2811,Total Referencial:,"45,000.00",Total Adjudicado:,"44,897.20",Total Recepcionado:,"44,897.20"
20-4601-03-1094096-1-1,2811,Total Referencial:,"45,000.00",Total Adjudicado:,"44,600.00",Total Recepcionado:,"44,600.00"
21-0435-00-1189837-1-1,2812,Total Referencial:,"50.000,00",,,,
20-1302-00-1039108-0-E,2813,Total Adjudicado:,"46.620,00",Total Recepcionado:,"46.620,00",,
20-1305-00-1098056-1-1,2814,Total Referencial:,"135.935,00",Total Recepcionado:,"83.955,00",,
20-1526-00-1056613-1-1,2815,Total Referencial:,"611,887.52",Total Adjudicado:,"221,735.00",Total Recepcionado:,"221,735.00"
20-0142-00-1078724-1-1,2816,Total Referencial:,"29.150,00",Total Recepcionado:,"19.800,00",,
20-0906-00-1074870-1-1,2817,Total Referencial:,"150.000,00",Total Recepcionado:,"100.000,00",,
20-1301-00-1093009-1-1,2818,Total Referencial:,"67.500,00",Total Recepcionado:,"67.500,00",,
21-1601-00-1118731-1-1,2819,Total Referencial:,"50.000,00",Total Recepcionado:,"23.750,00",,
20-0906-03-1047604-0-E,2820,Total Adjudicado:,"37.560,00",Total Recepcionado:,"37.560,00",,
21-0417-06-1143231-1-1,2821,Total Referencial:,"29.940,00",,,,
20-0906-03-1048681-0-E,2822,Total Adjudicado:,"28.000,00",Total Recepcionado:,"28.000,00",,
20-1266-00-1039885-0-E,2823,Total Adjudicado:,"80.370,00",Total Recepcionado:,"80.370,00",,
21-1701-00-1128257-1-1,2824,Total Referencial:,"124.680,00",Total Adjudicado:,"124.665,00",Total Recepcionado:,"124.665,00"
20-0417-09-1092835-1-1,2825,Total Referencial:,"626.107,00",Total Recepcionado:,"626.107,00",,
21-0901-02-1180371-1-1,2826,Total Referencial:,"206.000,00",,,,
20-1605-00-1039246-0-E,2827,Total Adjudicado:,"65.900,00",Total Recepcionado:,"65.900,00",,
20-1301-00-1037578-0-E,2828,Total Adjudicado:,"49.200,00",Total Recepcionado:,"49.200,00",,
20-1507-00-1050746-0-E,2829,Total Adjudicado:,"48.799,00",Total Recepcionado:,"48.799,00",,
20-1801-00-1087205-1-1,2830,Total Referencial:,"470,000.00",Total Recepcionado:,"418,000.00",,
20-1601-00-1051438-0-E,2831,Total Adjudicado:,"46.500,00",,,,
20-0903-00-1039541-0-E,2832,Total Adjudicado:,"23.685,60",Total Recepcionado:,"23.685,60",,
20-1801-00-1049468-0-E,2833,Total Adjudicado:,"26.520,00",Total Recepcionado:,"24.137,00",,
20-0902-40-1099471-1-1,2834,Total Referencial:,"45,000.00",Total Recepcionado:,"45,000.00",,
20-1606-00-1074275-1-1,2835,Total Referencial:,"199.980,00",Total Recepcionado:,"155.605,00",,
20-0411-00-1076387-1-1,2836,Total Referencial:,"298,400.00",Total Recepcionado:,"274,600.00",,
20-1205-00-1090637-1-1,2837,Total Referencial:,"80.000,00",Total Recepcionado:,"80.000,00",,
20-1805-00-1041635-0-E,2838,Total Adjudicado:,"99.000,00",Total Recepcionado:,"99.000,00",,
21-1404-00-1107355-1-1,2839,Total Referencial:,"30.400,00",Total Recepcionado:,"29.900,00",,
20-0903-02-1041291-0-E,2840,Total Adjudicado:,"2.999.996,30",,,,
20-1252-00-1096459-1-1,2841,Total Referencial:,"84.278,00",,,,
20-1406-00-1075611-1-1,2842,Total Referencial:,"903.928,50",Total Recepcionado:,"903.928,50",,
20-1401-00-1051303-0-E,2843,Total Adjudicado:,"31.325,00",Total Recepcionado:,"31.325,00",,
20-0423-00-1039123-0-E,2844,Total Adjudicado:,"29.940,00",Total Recepcionado:,"29.940,00",,
20-0411-00-1075964-1-1,2845,Total Referencial:,"42.000,00",Total Recepcionado:,"42.000,00",,
20-1539-00-1084187-1-1,2846,Total Referencial:,"44,150.00",Total Recepcionado:,"30,905.00",,
20-0599-00-1035937-0-E,2847,Total Adjudicado:,"548.221,44",,,,
20-4601-00-1040995-0-E,2848,Total Adjudicado:,"9.926.102,00",,,,
20-1701-00-1043411-0-E,2849,Total Adjudicado:,"127.725,00",Total Recepcionado:,"127.725,00",,
20-1401-00-1050417-0-E,2850,Total Adjudicado:,"20.716,00",Total Recepcionado:,"20.716,00",,
21-0046-31-1143671-1-1,2851,Total Referencial:,"198.915,00",Total Recepcionado:,"198.915,00",,
21-0047-15-1150641-1-1,2852,Total Referencial:,,,,,
21-0047-15-1150641-1-1,2852,Total Recepcionado:,,,,,
21-0901-02-1169800-1-1,2853,Total Referencial:,"22,000.00",Total Recepcionado:,"22,000.00",,
20-1301-00-1087795-1-1,2854,Total Referencial:,"67.490,00",Total Recepcionado:,"66.850,00",,
21-0417-05-1171371-1-1,2855,Total Referencial:,"500.000,00",Total Adjudicado:,"172.610,00",Total Recepcionado:,"172.610,00"
20-0903-00-1039627-0-E,2856,Total Adjudicado:,"283.990,00",Total Recepcionado:,"283.990,00",,
20-1734-00-1094414-1-1,2857,Total Referencial:,"200.000,00",Total Adjudicado:,"196.800,00",Total Recepcionado:,"196.800,00"
20-1117-00-1067920-1-1,2858,Total Referencial:,"999.000,00",Total Adjudicado:,"989.133,00",Total Recepcionado:,"989.133,00"
20-0903-00-1083461-1-1,2859,Total Referencial:,"143,190.00",Total Adjudicado:,"42,241.05",Total Recepcionado:,"42,241.05"
20-1251-00-1100740-1-1,2860,Total Referencial:,"419,000.00",Total Recepcionado:,"418,296.00",,
20-1325-00-1086008-1-1,2861,Total Referencial:,"325.150,00",Total Adjudicado:,"250.853,00",Total Recepcionado:,"250.853,00"
20-1322-00-1059342-1-1,2862,Total Referencial:,"150,000.00",Total Adjudicado:,"64,748.72",Total Recepcionado:,"64,748.72"
20-0660-07-1048591-0-E,2863,Total Adjudicado:,"49.029,00",Total Recepcionado:,"49.029,00",,
20-0903-00-1042866-0-E,2864,Total Adjudicado:,"39.000,00",Total Recepcionado:,"39.000,00",,
20-0169-00-1091916-1-1,2865,Total Referencial:,"168.000,00",Total Adjudicado:,"144.000,00",Total Recepcionado:,"144.000,00"
20-1712-00-1043410-0-E,2866,Total Adjudicado:,"25.900,00",Total Recepcionado:,"25.900,00",,
20-0909-00-1039313-0-E,2867,Total Adjudicado:,"42.500,00",Total Recepcionado:,"42.500,00",,
20-1301-00-1091109-1-1,2868,Total Referencial:,"18.000,00",Total Recepcionado:,"17.800,00",,
20-0224-00-1047386-0-E,2869,Total Adjudicado:,"193.401,00",Total Recepcionado:,"193.401,00",,
20-1604-00-1078299-2-1,2870,Total Referencial:,"95,820.00",Total Recepcionado:,"77,400.00",,
20-1201-00-1087449-1-1,2871,Total Referencial:,"226.200,00",Total Recepcionado:,"223.800,00",,
20-0903-02-1093901-1-1,2872,Total Referencial:,"28.750,00",Total Recepcionado:,"9.200,00",,
20-1517-00-1050734-0-E,2873,Total Adjudicado:,"28.320,00",Total Recepcionado:,"28.320,00",,
20-0417-09-1072634-1-1,2874,Total Referencial:,"900.000,00",Total Adjudicado:,"825.000,00",Total Recepcionado:,"825.000,00"
21-0417-06-1169944-1-1,2875,Total Referencial:,"36.000,00",Total Recepcionado:,"36.000,00",,
21-0142-00-1147525-1-1,2876,Total Referencial:,"240.415,00",Total Adjudicado:,"103.683,70",Total Recepcionado:,"103.683,70"
21-1301-00-1155982-1-1,2877,Total Referencial:,"17.730,00",Total Recepcionado:,"17.730,00",,
20-4601-03-1063747-1-1,2878,Total Referencial:,"254,500.00",Total Adjudicado:,"249,500.00",Total Recepcionado:,"249,500.00"
20-4601-03-1063747-1-1,2878,Total Referencial:,"499,900.00",Total Adjudicado:,"492,949.00",Total Recepcionado:,"490,894.00"
19-906-23-1039291-0-E,2879,Total Adjudicado:,"27.500,00",Total Recepcionado:,"27.500,00",,
20-1206-00-1090761-1-1,2880,Total Referencial:,"34,545.00",Total Recepcionado:,"34,545.00",,
20-1206-00-1090761-1-1,2880,Total Referencial:,"51,448.00",Total Recepcionado:,"51,448.00",,
20-0902-42-1039332-0-E,2881,Total Adjudicado:,"28.000,00",,,,
20-2334-00-1035530-1-2,2882,Total Referencial:,"935.968,50",Total Adjudicado:,"820.442,50",,
20-1404-00-1050949-0-E,2883,Total Adjudicado:,"75.900,00",,,,
20-1336-00-1039138-0-E,2884,Total Adjudicado:,"52.450,00",Total Recepcionado:,"52.450,00",,
21-0138-00-1150706-1-1,2885,Total Referencial:,"49.387,00",Total Recepcionado:,"42.175,00",,
20-1341-00-1095106-1-1,2886,Total Referencial:,"102.200,00",Total Adjudicado:,"102.200,00",Total Recepcionado:,"102.200,00"
20-1402-00-1046625-0-E,2887,Total Adjudicado:,"49.917,00",Total Recepcionado:,"49.917,00",,
20-1734-00-1094160-2-1,2888,Total Referencial:,"200.000,00",Total Adjudicado:,"196.800,00",Total Recepcionado:,"196.800,00"
21-0423-00-1122382-1-1,2889,Total Referencial:,"48,000.00",Total Recepcionado:,"48,000.00",,
21-0417-06-1125812-1-1,2890,Total Referencial:,"500.569,40",Total Adjudicado:,"316.215,00",Total Recepcionado:,"316.215,00"
20-1406-00-1082230-1-1,2891,Total Referencial:,"2.911.530,00",Total Recepcionado:,"2.911.530,00",,
20-0902-39-1049455-0-E,2892,Total Adjudicado:,"43.750,00",Total Recepcionado:,"43.750,00",,
20-0411-00-1042656-0-E,2893,Total Adjudicado:,"120.000,00",Total Recepcionado:,"120.000,00",,
22-0046-28-1194051-1-1,2894,Total Referencial:,"50,000.00",Total Recepcionado:,"31,125.00",,
20-0909-00-1051256-0-E,2895,Total Adjudicado:,"255.471,05",Total Recepcionado:,"255.471,05",,
20-1204-00-1071782-1-1,2896,Total Referencial:,"140,000.00",Total Adjudicado:,"125,000.00",Total Recepcionado:,"125,000.00"
21-1335-00-1150640-1-1,2897,Total Referencial:,"49,993.10",Total Recepcionado:,"46,356.10",,
20-1810-00-1049168-0-E,2898,Total Adjudicado:,"39,000.00",Total Recepcionado:,"39,000.00",,
22-0670-00-1192195-1-1,2899,Total Referencial:,"44.640,00",,,,
20-1313-00-1047098-0-E,2900,Total Adjudicado:,"220.665,00",Total Recepcionado:,"220.665,00",,
20-0417-02-1090831-1-1,2901,Total Referencial:,"55.000,00",Total Recepcionado:,"32.100,00",,
20-1206-00-1042080-0-E,2902,Total Adjudicado:,"202.000,00",Total Recepcionado:,"202.000,00",,
20-1910-00-1042945-0-E,2903,Total Adjudicado:,"52.300,00",Total Recepcionado:,"52.300,00",,
20-1305-00-1051017-0-E,2904,Total Adjudicado:,"49.930,00",Total Recepcionado:,"49.930,00",,
20-1302-00-1049894-0-E,2905,Total Adjudicado:,"204.000,00",Total Recepcionado:,"204.000,00",,
20-1251-00-1063550-1-1,2906,Total Referencial:,"491.715,00",Total Adjudicado:,"467.631,00",Total Recepcionado:,"467.631,00"
20-1509-00-1083779-1-1,2907,Total Referencial:,"265.176,00",Total Adjudicado:,"264.720,00",Total Recepcionado:,"264.720,00"
20-1301-00-1091923-1-1,2908,Total Referencial:,"65.000,00",,,,
20-1314-00-1099522-1-1,2909,Total Referencial:,"42,600.00",Total Recepcionado:,"42,600.00",,
20-1302-00-1091145-1-1,2910,Total Referencial:,"40.518,50",Total Recepcionado:,"34.827,48",,
20-1206-00-1093902-1-1,2911,Total Referencial:,"49,987.50",Total Recepcionado:,"49,987.50",,
20-1302-00-1049065-0-E,2912,Total Adjudicado:,"85.000,00",Total Recepcionado:,"85.000,00",,
20-1807-00-1044347-0-E,2913,Total Adjudicado:,"49.695,00",Total Recepcionado:,"49.695,00",,
20-1301-00-1044324-0-E,2914,Total Adjudicado:,"70.000,00",,,,
21-1512-00-1115289-1-1,2915,Total Referencial:,"33.800,30",Total Recepcionado:,"32.250,00",,
20-1605-00-1047199-0-E,2916,Total Adjudicado:,"86.400,00",Total Recepcionado:,"86.400,00",,
20-1606-00-1038881-0-E,2917,Total Adjudicado:,"93.000,00",Total Recepcionado:,"93.000,00",,
22-0902-01-1194136-1-1,2918,Total Referencial:,"32,000.00",,,,
20-1322-00-1065675-1-1,2919,Total Referencial:,"85.215,00",Total Adjudicado:,"72.814,00",Total Recepcionado:,"72.814,00"
20-0147-00-1086083-1-1,2920,Total Referencial:,"4,037.00",Total Adjudicado:,"4,037.00",Total Recepcionado:,"4,037.00"
20-0147-00-1086083-1-1,2920,Total Referencial:,"60,695.00",Total Adjudicado:,"57,605.00",Total Recepcionado:,"57,605.00"
20-0147-00-1086083-1-1,2920,Total Referencial:,"440,310.00",Total Adjudicado:,Total Recepcionado:,,
20-0147-00-1086083-1-1,2920,Total Referencial:,"47,155.00",Total Adjudicado:,"46,385.00",Total Recepcionado:,"46,385.00"
20-0147-00-1086083-1-1,2920,Total Referencial:,"93,940.38",Total Adjudicado:,Total Recepcionado:,,
20-1601-00-1088625-1-1,2921,Total Referencial:,"48.164,00",,,,
20-1236-00-1045801-0-E,2922,Total Adjudicado:,"24.645,00",Total Recepcionado:,"24.645,00",,
21-1210-00-1115196-1-1,2923,Total Referencial:,"207.000,00",Total Recepcionado:,"207.000,00",,
20-0902-44-1048232-1-1,2924,Total Referencial:,"120.000,00",Total Adjudicado:,"120.000,00",,
20-1610-00-1049506-0-E,2925,Total Adjudicado:,"49.713,00",Total Recepcionado:,"49.713,00",,
20-1712-00-1086193-2-1,2926,Total Referencial:,"784,781.00",Total Adjudicado:,"710,400.00",Total Recepcionado:,"710,400.00"
21-0046-31-1144366-1-1,2927,Total Referencial:,"118.656,00",Total Recepcionado:,"118.656,00",,
20-1315-00-1044974-0-E,2928,Total Adjudicado:,"73.704,50",,,,
21-0513-00-1161230-1-1,2929,Total Referencial:,"110.000,00",Total Adjudicado:,"55.800,00",Total Recepcionado:,"55.800,00"
21-0417-04-1145770-1-1,2930,Total Referencial:,"80.000,00",Total Adjudicado:,"60.000,00",Total Recepcionado:,"60.000,00"
21-0903-00-1135440-1-1,2931,Total Referencial:,"112.000,00",Total Adjudicado:,"41.440,00",Total Recepcionado:,"41.440,00"
21-1507-00-1179497-1-1,2932,Total Referencial:,"91,000.00",Total Adjudicado:,"26,000.00",Total Recepcionado:,"26,000.00"
20-1519-00-1037999-0-E,2933,Total Adjudicado:,"43.200,00",Total Recepcionado:,"43.200,00",,
20-1228-00-1084134-1-3,2934,Total Referencial:,"46.907,00",Total Recepcionado:,"46.907,00",,
20-1701-00-1042229-0-E,2935,Total Adjudicado:,"72.000,00",Total Recepcionado:,"72.000,00",,
20-1501-00-1098242-1-1,2936,Total Referencial:,"850,900.00",Total Recepcionado:,"810,350.00",,
20-1702-00-1083175-1-1,2937,Total Referencial:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-0908-00-1047635-0-E,2938,Total Adjudicado:,"26.000,00",Total Recepcionado:,"26.000,00",,
21-1501-00-1116526-1-1,2939,Total Referencial:,"39,600.00",Total Recepcionado:,"36,543.00",,
20-0417-09-1032262-0-E,2940,Total Adjudicado:,"44.000,00",Total Recepcionado:,"44.000,00",,
20-0423-00-1051605-0-E,2941,Total Adjudicado:,"49.993,80",Total Recepcionado:,"49.993,80",,
20-1707-00-1049226-0-E,2942,Total Adjudicado:,"86.400,00",Total Recepcionado:,"86.400,00",,
20-1805-00-1040730-0-E,2943,Total Adjudicado:,"49,700.00",Total Recepcionado:,"49,700.00",,
20-1501-00-1093862-1-1,2944,Total Referencial:,"340,050.00",Total Recepcionado:,"340,050.00",,
20-0660-11-1030208-0-E,2945,Total Adjudicado:,"23.400,00",Total Recepcionado:,"23.400,00",,
20-0417-05-1046381-0-E,2946,Total Adjudicado:,"49.980,00",Total Recepcionado:,"49.980,00",,
20-1515-00-1091009-1-1,2947,Total Referencial:,"137.491,12",Total Adjudicado:,"136.915,02",Total Recepcionado:,"136.915,02"
20-0046-00-1078152-1-1,2948,Total Referencial:,"120,440.00",Total Adjudicado:,"100,650.00",Total Recepcionado:,"100,650.00"
20-1301-00-1049825-0-E,2949,Total Adjudicado:,"490.000,00",,,,
20-1101-00-1051733-0-E,2950,Total Adjudicado:,"420.000,00",Total Recepcionado:,"420.000,00",,
20-1262-00-1041729-0-E,2951,Total Adjudicado:,"24.000,00",Total Recepcionado:,"24.000,00",,
20-1606-00-1037832-0-E,2952,Total Adjudicado:,"200.000,00",Total Recepcionado:,"200.000,00",,
20-1331-00-1081731-1-1,2953,Total Referencial:,"650.000,00",Total Adjudicado:,"535.180,00",Total Recepcionado:,"535.180,00"
20-1602-00-1042842-0-E,2954,Total Adjudicado:,"118.942,00",Total Recepcionado:,"118.942,00",,
20-1734-00-1094215-1-1,2955,Total Referencial:,"105.750,00",Total Adjudicado:,"104.058,00",Total Recepcionado:,"104.058,00"
20-1301-00-1042726-0-E,2956,Total Adjudicado:,"157.625,00",,,,
20-1734-00-1094205-1-1,2957,Total Referencial:,"200.000,00",Total Adjudicado:,"199.872,00",Total Recepcionado:,"199.872,00"
20-1801-00-1094609-1-1,2958,Total Referencial:,"49.300,00",Total Recepcionado:,"41.900,00",,
20-0417-07-1090751-1-2,2959,Total Referencial:,"128.000,00",Total Recepcionado:,"128.000,00",,
20-0417-03-1051198-0-E,2960,Total Adjudicado:,"30.400,00",Total Recepcionado:,"30.400,00",,
20-1537-00-1049216-0-E,2961,Total Adjudicado:,"47.589,00",Total Recepcionado:,"47.589,00",,
20-1604-00-1039877-0-E,2962,Total Adjudicado:,"49.998,00",Total Recepcionado:,"49.998,00",,
21-1702-00-1170947-1-1,2963,Total Referencial:,"49.475,88",Total Recepcionado:,"47.754,00",,
20-1245-00-1087810-1-1,2964,Total Referencial:,"34.875,00",Total Recepcionado:,"34.875,00",,
21-0660-14-1159915-1-1,2965,Total Referencial:,"29,920.00",Total Recepcionado:,"29,240.00",,
20-1801-00-1042654-0-E,2966,Total Adjudicado:,"77.620,00",Total Recepcionado:,"77.620,00",,
21-1601-00-1118005-1-1,2967,Total Referencial:,"49,994.00",Total Recepcionado:,"38,923.90",,
20-1801-00-1079261-1-2,2968,Total Referencial:,"64.000,00",Total Recepcionado:,"64.000,00",,
