cuce,list_n,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
21-0147-00-1129551-1-1,3699,31,4412201,39500,Folders - FOLDER,PIEZA,"60,00","2,00","120,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,32,4111621,43400,Monitor o medidor de prueba de panel de marcador cardíaco - Monitor portátil,PIEZA,"1,00","19.700,00","19.700,00",VELIZ GUZMAN ISAIAS,"16.000,00","16.000,00","1,00","16.000,00","16.000,00",Contratado,
21-0147-00-1129551-1-1,3699,33,5050150,34200,Suplemento de vitamina B12 - COMPLEJO B,COMPRI MIDO,"900,00","0,33","297,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,34,5116264,34200,Nicocodina - CODEINA,FRASCO,"63,00","45,13","2.843,19",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,35,5116262,34200,Dextrometorfano - DEXTROMETORFANO,FRASCO,"180,00","11,24","2.023,20",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,36,5138450,34200,Ibuprofeno - IBUPROFENO,COMPRI MIDO,"900,00","0,40","360,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,37,5138450,34200,Ibuprofeno - IBUPROFENO,COMPRI MIDO,"900,00","0,90","810,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,38,5117190,11800,Esomeprazol o omeprazol - OMEPRAZOL,COMPRI MIDO,"600,00","2,50","1.500,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,39,4116150,43400,Soluciones salinas equilibradas o formulaciones - Solución Fisiológica 09%,FRASCO,"420,00","15,00","6.300,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,40,4214252,43400,Agujas para recolección de sangre - BRANULAS,PIEZA,"60,00","6,00","360,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,41,4411191,39500,Tabla de soporte para escribir - TABLERO,PIEZA,"5,00","30,00","150,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,42,5214152,39300,Teteras eléctricas para uso doméstico - Jarra electrica 2 litros,PIEZA,"1,00","140,00","140,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,43,4214260,34200,Jeringas médicas con aguja - JERINGA,PIEZA,"420,00","1,00","420,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,44,4214260,34200,Jeringas médicas con aguja - JERINGA,PIEZA,"420,00","1,00","420,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,45,4214260,34200,Jeringas médicas con aguja - JERINGA,PIEZA,"420,00","2,00","840,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,46,4218232,39400,Tensiómetros - TENSIOMETRO PROFESIONAL,PIEZA,"2,00","250,00","500,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,47,4227180,11100,Nebulizadores -,PIEZA,"1,00","400,00","400,00",VARGAS RIVAS JOSE,"390,00","390,00","1,00","390,00","390,00",Contratado,
21-0147-00-1129551-1-1,3699,48,5050150,34200,Suplemento de vitamina B12 - COMPLEJO B,COMPRI MIDO,"900,00","0,33","297,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,49,4214160,34500,Urinarios de pacientes - PATO URINARIO,PIEZA,"10,00","28,80","288,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,50,5116233,34200,Aspirina / clorfeniramina / fenilpropanolamina / acetilsalicilato de sodio - Aspirina,COMPRI MIDO,"600,00","0,40","240,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,51,4219171,43400,Tanques de aire comprimido quirúrgico - Gasómetro portátil con impresora incorporada con cartuchos,EQUIPO,"1,00","157.000,00","157.000,00",MIPRO S.R.L.,"70.000,00","70.000,00","1,00","70.000,00","70.000,00",Contratado,
21-0147-00-1129551-1-1,3699,52,4218180,43400,Unidades para oxímetros de pulso - Oxímetro,EQUIPO,"1,00","450,00","450,00",VARGAS RIVAS JOSE MIGUEL,"250,00","250,00","1,00","250,00","250,00",Contratado,
21-0147-00-1129551-1-1,3699,53,4213211,33200,Toallas de hospital - TOALLAS,JUEGO,"10,00","150,00","1.500,00",GUTIERREZ PEREZ EULISES JAVIER,"145,00","1.450,00","10,00","145,00","1.450,00",Contratado,
21-0147-00-1129551-1-1,3699,54,4321150,43120,Computadores personales - PORTATIL,EQUIPO,"1,00","10.500,00","10.500,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,55,4213210,33200,Sábanas para hospitales o fundas de colchones - JUEGO DE SABANA,JUEGO,"74,00","130,00","9.620,00",GUTIERREZ PEREZ EULISES JAVIER,"125,00","9.250,00","74,00","125,00","9.250,00",Contratado,
21-0147-00-1129551-1-1,3699,56,4213210,33200,Colchas de hospital o fundas de edredón - COLCHAS SIMPLES,PIEZAS,"12,00","70,00","840,00",GUTIERREZ PEREZ EULISES JAVIER,"70,00","840,00","12,00","70,00","840,00",Contratado,
21-0147-00-1129551-1-1,3699,57,5610170,43110,Vitrinas - VITRINA,PIEZA,"2,00","5.000,00","10.000,00",VELIZ GUZMAN ISAIAS,"4.850,00","9.700,00","2,00","4.850,00","9.700,00",Contratado,
21-0147-00-1129551-1-1,3699,58,4412170,39500,Bolígrafos - BOLIGRAFO,PIEZA,"36,00","2,00","72,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,59,5116270,34200,Acetilcisteína - ACETILCISTEINA,SOBRES,"1.260,00","7,57","9.538,20",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,60,5215150,34500,Tazas o vasos o tapas desechables para uso doméstico - Vasos desechable,PAQUET E,"100,00","10,00","1.000,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,61,5050150,34200,Suplemento de vitamina B12 - COMPPEJO B,COMPRI MIDO,"900,00","0,33","297,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,62,5116270,34200,Ambroxol - AMBROXOL,FRASCO,"180,00","19,95","3.591,00",,,,,,,No se presentaron proponentes,
21-0147-00-1129551-1-1,3699,63,5611210,43110,Sillas para grupos de trabajo - SILLA DE MADERA,PIEZAS,"5,00","100,00","500,00",,,,,,,No se presentaron proponentes,
20-0417-07-1092748-1-1,3700,1,4110000,43400,VENTILADOR MECANICO NEONATAL,EQUIPO,"1,00","370.000,00","370.000,00",,,,"1,00","370.000,00","370.000,00",Contratado,Cronograma 0
20-1225-00-1098598-1-1,3701,1,4112000,43400,"PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS COVID - 19 (ADQ. DE EQUIPAMIENTO MEDICO PARA AMBULANCIA C.S. MOROCOLLO)",GLOBAL,"1,00","25.000,00","25.000,00",,,,"1,00","25.000,00","25.000,00",Contratado,Cronograma 0
21-0905-00-1183110-1-1,3702,1,4111615,34200,Kit ELISA de ensayo inmunosorbente ligado a enzimas - ELISA COVID 19 IgG X 96 DETERMINACIONES,KIT,"7,00","6.500,00","45.500,00",,,,"7,00","6.500,00","45.500,00",Contratado,Cronograma 0
21-1539-00-1147922-1-2,3703,1,9512200,42230,Sala de detección y diagnóstico - CONST. AMBIENTES PARA EXAMENES COMPLEMENTARIOS C. S. CKOCHAS COVID - 19,GLB,1.00,"617,367.21","617,367.21",SOLIZ LLANOS WILSON,"604,988.21","604,988.21",1.0,"604,988.21","604,988.21",Contratado,Cronograma 1
20-1803-00-1041204-0-E,3704,1,4110000,43400,CAMA PARA CUIDADOS INTENSIVOS,EQUIPO,"3,00",,,VELIZ GUZMAN ISAIAS,"25.000,00","75.000,00","3,00","25.000,00","75.000,00",Contratado,Cronograma
20-1801-00-1047025-0-E,3705,1,5121000,34200,SARS COV-2(COVID-19) IGM X96 DET ELISA,KIT,"2,00",,,HERNANDEZ PINEDA REBECA GUADALUPE,"7.800,00","15.600,00","2,00","7.800,00","15.600,00",Contratado,Cronograma
20-1801-00-1047025-0-E,3705,2,5121000,34200,SARS COV-2 (COVID-19) IGM X 96 DET. ELISA,KIT,"2,00",,,HERNANDEZ PINEDA REBECA GUADALUPE,"7.800,00","15.600,00","2,00","7.800,00","15.600,00",Contratado,Cronograma
20-1801-00-1047035-0-E,3706,1,5011000,31150,ALIMENTACION,RACION,"1,00",,,ROCA CORDOVA OSVALDO,"91.800,00","91.800,00","1,00","42.609,00","42.609,00",Contratado,Cronograma
20-1301-00-1095226-1-1,3707,1,4214000,34200,BARBIJOS,PIEZA,"32,148.0",0.7,"22,503.60",,,,"32,148.00",0.47,"15,109.56",Contratado,Cronograma 0
20-0906-00-1048282-0-E,3708,1,5110000,34200,TEST INDIVIDUAL COVID - 19,PIEZAS,"5.000,00",,,ARBOTT LTDA.,"85,00","425.000,00","5.000,00","85,00","425.000,00",Contratado,Cronograma
20-0902-44-1048618-1-1,3709,1,1235000,34200,ELISA PARA LA DETECCION DE SARS-CoV-2 (COVID-19) IgG,KITS,"20,00","7.000,00","140.000,00",VILLA FLORES PATRICIA,"7.000,00","140.000,00",,,,Contratado,Cronograma 0
20-0902-44-1048618-1-1,3709,2,1235000,34200,ELISA PARA LA DETECCION DE SARS-CoV-2 (COVID-19) IgM,KITS,"8,00","7.000,00","56.000,00",VILLA FLORES PATRICIA,"7.000,00","56.000,00",,,,Contratado,Cronograma 0
20-3701-00-1080155-1-1,3710,1,5016000,71630,ARROZ,QQ,"170,00","250,00","42.500,00",FERNANDEZ ORTIZ LUCIA,"250,00","42.500,00","170,00","250,00","42.500,00",Contratado,Cronograma 0
20-3701-00-1080155-1-1,3710,2,5022000,71630,HARINA DE TRIDO,QQ,"167,00","220,00","36.740,00",FERNANDEZ ORTIZ LUCIA,"220,00","36.740,00","167,00","220,00","36.740,00",Contratado,Cronograma 0
20-3701-00-1080155-1-1,3710,3,5018000,71630,AZUCAR,QQ,"170,00","200,00","34.000,00",FERNANDEZ ORTIZ LUCIA,"200,00","34.000,00","170,00","200,00","34.000,00",Contratado,Cronograma 0
20-0417-00-1040156-0-E,3711,1,5121000,34200,ALBUMINA HUMANA 20%,AMPOLLA,"900,00",,,LABORATORIOS BAGO DE BOLIVIA S.A.,"253,50","228.150,00","900,00","253,50","228.150,00",Contratado,Cronograma
20-0417-00-1040156-0-E,3711,2,5121000,34200,AMOXICILINA 1000 MG + SULBACTAM 500MG,AMPOLLA,"9.100,00",,,LABORATORIOS BAGO DE BOLIVIA S.A.,"15,00","136.500,00","9.100,00","15,00","136.500,00",Contratado,Cronograma
20-0901-00-1067883-1-1,3712,1,1015000,31300,"ADQUISICIÓN DE PRODUCTOS AGRÍCOLAS, PECUARIOS Y FORESTALES (SEMILLA DE HABA VARIEDAD CINTEÑA) PARA EL PROGRAMA APOYO A LA PRODUCCIÓN AGRÍCOLA AFECTADA POR LA CUARENTENA DEL COVID - 19 EN EL DEPARTAME",BOL. 46 Kg,327.00,530.0,"173,310.00",BARZOLA RICALDEZ OMAR SKEPLER,525.0,"171,675.00",327.0,525.0,"171,675.00",Contratado,Cronograma 0
20-1604-00-1039078-0-E,3713,1,4112000,34200.0,ALCOHOL GEL DE 1000 ML,LITROS,"1.302,00",,,INMEDENT S.R.L.,"49,00","63.798,00",,,,Contratado,Cronograma
20-1604-00-1039078-0-E,3713,2,4213000,34200.0,BATAS BIOSEGURIDAD L,PIEZA,"1.240,00",,,INMEDENT S.R.L.,"45,00","55.800,00",,,,Contratado,Cronograma
20-1604-00-1039078-0-E,3713,3,4213000,34200.0,BARBIJO DESCARTABLE,PIEZA,"10.000,0",,,DURAN SAAVEDRA VICTOR EDUARDO,"1,80","18.000,00",,,,Contratado,Cronograma
20-1604-00-1039078-0-E,3713,4,4112000,34200.0,ALCOHOL GEL DE 1000 ML,LITROS,"220,00",,,PROVEEDORA ESPECIALIZADA EN MEDICAMENTOS PROVEM S.R.L.,"49,00","10.780,00",,,,Contratado,Cronograma
20-1604-00-1039078-0-E,3713,5,4213000,34200.0,MASCARILLA N 95 CON FILTRO,PIEZA,"900,00",,,PASHA GROUP CO. LIMITADA,"55,00","49.500,00",,,,Contratado,Cronograma
20-1604-00-1039078-0-E,3713,6,4213000,34200.0,BAJA LENGUA,PIEZA,"10.000,0",,,INMEDENT S.R.L.,"0,20","2.000,00",,,,Contratado,Cronograma
21-0901-00-1163816-2-2,3714,1,1015160,31300,Semillas de maíz - Semilla de Maíz  IBO-128,Bolsa de 20 Kg.,"352,00","157,00","55.264,00",REYNALES VILLALBA RONALD ROGER,"148,00","52.096,00","352,00","148,00","52.096,00",Contratado,Cronograma 0
21-0901-00-1163816-2-2,3714,2,1015160,31300,Semillas de maíz - Semilla de Maíz  IBOPERENDA-2836,Bolsa de 20 Kg.,"634,00","158,00","100.172,00",REYNALES VILLALBA RONALD ROGER,"145,00","91.930,00","634,00","145,00","91.930,00",Contratado,Cronograma 0
20-1605-00-1082077-1-1,3715,1,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,"1,480.00",4.11,"6,082.80",,,,"1,480.00",4.0,"5,920.00",Contratado,Cronograma 0
20-1605-00-1082077-1-1,3715,2,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,KG,"2,220.00",4.94,"10,966.80",,,,"2,220.00",4.1,"9,102.00",Contratado,Cronograma 0
20-1605-00-1082077-1-1,3715,3,5010000,71630,ARROZ GRANO  LARGO ENTERO PRESENTACION DE 1 KILO,KG,"3,006.00",4.94,"14,849.64",,,,"3,006.00",4.1,"12,324.60",Contratado,Cronograma 0
20-1605-00-1082077-1-1,3715,4,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,"2,505.00",4.11,"10,295.55",,,,"2,505.00",4.0,"10,020.00",Contratado,Cronograma 0
20-1605-00-1082077-1-1,3715,5,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,296.00,32.55,"9,634.80",,,,296.00,32.0,"9,472.00",Contratado,Cronograma 0
20-1605-00-1082077-1-1,3715,6,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,296.00,11.07,"3,276.72",,,,296.00,11.0,"3,256.00",Contratado,Cronograma 0
20-1605-00-1082077-1-1,3715,7,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,299.00,32.55,"9,732.45",,,,299.00,32.0,"9,568.00",Contratado,Cronograma 0
20-1605-00-1082077-1-1,3715,8,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,"2,990.00",4.11,"12,288.90",Unnamed: 0,Unnamed: 1,Unnamed: 2,"2,990.00.1",4.00,"11,960.00",Contratado,
20-1605-00-1082077-1-1,3715,9,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,501.00,11.07,"5,546.07",,,,501.00,11.0,"5,511.00",Contratado,
20-1605-00-1082077-1-1,3715,10,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,598.00,11.07,"6,619.86",,,,598.00,11.0,"6,578.00",Contratado,
20-1605-00-1082077-1-1,3715,11,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"3,006.00",4.11,"12,354.66",,,,"3,006.00",4.0,"12,024.00",Contratado,
20-1605-00-1082077-1-1,3715,12,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,296.00,44.94,"13,302.24",,,,296.00,40.2,"11,899.20",Contratado,
20-1605-00-1082077-1-1,3715,13,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,KG,"2,990.00",4.94,"14,770.60",,,,"2,990.00",4.1,"12,259.00",Contratado,
20-1605-00-1082077-1-1,3715,14,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"2,990.00",4.11,"12,288.90",,,,"2,990.00",4.0,"11,960.00",Contratado,
20-1605-00-1082077-1-1,3715,15,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,501.00,32.55,"16,307.55",,,,501.00,32.0,"16,032.00",Contratado,
20-1605-00-1082077-1-1,3715,16,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,501.00,44.94,"22,514.94",,,,501.00,40.2,"20,140.20",Contratado,
20-1605-00-1082077-1-1,3715,17,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,598.00,44.94,"26,874.12",,,,598.00,40.2,"24,039.60",Contratado,
20-1605-00-1082077-1-1,3715,18,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"1,480.00",4.11,"6,082.80",,,,"1,480.00",4.0,"5,920.00",Contratado,
20-1605-00-1082077-1-1,3715,19,5010000,71610,LECHE EN POLVO PRESENTACION PAQUETE DE 760,Paq,280.00,44.94,"12,583.20",,,,280.00,42.0,"11,760.00",Contratado,
20-1605-00-1082077-1-1,3715,20,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,Bidon,265.00,32.55,"8,625.75",,,,265.00,32.0,"8,480.00",Contratado,
20-1605-00-1082077-1-1,3715,21,5010000,71610,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,kg,"1,400.00",4.11,"5,754.00",,,,"1,400.00",4.0,"5,600.00",Contratado,
20-1605-00-1082077-1-1,3715,22,5010000,71610,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,Paq,530.00,44.94,"23,818.20",,,,530.00,42.0,"22,260.00",Contratado,
20-1605-00-1082077-1-1,3715,23,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,kg,"2,650.00",4.94,"13,091.00",Unnamed: 0,Unnamed: 1,Unnamed: 2,"2,650.00.1",4.10,"10,865.00",Contratado,
20-1605-00-1082077-1-1,3715,24,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,Paq.,550.00,44.94,"24,717.00",,,,550.00,42.0,"23,100.00",Contratado,
20-1605-00-1082077-1-1,3715,25,5010000,71610,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,kg,"1,400.00",4.11,"5,754.00",,,,"1,400.00",4.0,"5,600.00",Contratado,
20-1605-00-1082077-1-1,3715,26,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,kg,"3,300.00",4.94,"16,302.00",,,,"3,300.00",4.1,"13,530.00",Contratado,
20-1605-00-1082077-1-1,3715,27,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,kg,"3,300.00",4.11,"13,563.00",,,,"3,300.00",4.0,"13,200.00",Contratado,
20-1605-00-1082077-1-1,3715,28,5010000,71610,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,Paq,280.00,11.07,"3,099.60",,,,280.00,11.0,"3,080.00",Contratado,
20-1605-00-1082077-1-1,3715,29,5010000,71610,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,kg,"2,100.00",4.94,"10,374.00",,,,"2,100.00",4.1,"8,610.00",Contratado,
20-1605-00-1082077-1-1,3715,30,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,kg,"2,750.00",4.11,"11,302.50",,,,"2,750.00",4.0,"11,000.00",Contratado,
20-1605-00-1082077-1-1,3715,31,5010000,71610,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,Paq,530.00,11.07,"5,867.10",,,,530.00,11.0,"5,830.00",Contratado,
20-1605-00-1082077-1-1,3715,32,5010000,71610,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,Bidon,280.00,32.55,"9,114.00",,,,280.00,32.0,"8,960.00",Contratado,
20-1605-00-1082077-1-1,3715,33,5010000,71610,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,kg,"2,650.00",4.11,"10,891.50",,,,"2,650.00",4.0,"10,600.00",Contratado,
20-1605-00-1082077-1-1,3715,34,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,kg,"2,650.00",4.11,"10,891.50",,,,"2,650.00",4.0,"10,600.00",Contratado,
20-1605-00-1082077-1-1,3715,35,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,Paq.,550.00,11.07,"6,088.50",,,,550.00,11.0,"6,050.00",Contratado,
20-1605-00-1082077-1-1,3715,36,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,Bidon,550.00,32.55,"17,902.50",,,,550.00,32.0,"17,600.00",Contratado,
20-1605-00-1082077-1-1,3715,37,5010000,71610,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,kg,"1,090.00",4.11,"4,479.90",,,,"1,090.00",4.0,"4,360.00",Contratado,
20-1605-00-1082077-1-1,3715,38,5010000,71610,ACEITE COMESTIBLE,bidon,218.00,32.55,"7,095.90",,,,218.00,32.0,"6,976.00",Contratado,
20-1605-00-1082077-1-1,3715,39,5010000,71610,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,paq,218.00,44.94,"9,796.92",,,,218.00,42.0,"9,156.00",Contratado,
20-1605-00-1082077-1-1,3715,40,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE,bidon,465.00,32.55,"15,135.75",,,,465.00,32.0,"14,880.00",Contratado,
20-1605-00-1082077-1-1,3715,41,5010000,71610,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,paq,465.00,11.07,"5,147.55",,,,465.00,11.0,"5,115.00",Contratado,
20-1605-00-1082077-1-1,3715,42,5010000,71630,ARROZ GRANO  LARGO ENTERO PRESENTACION DE 1 KILO,kg,"2,790.00",4.94,"13,782.60",,,,"2,790.00",4.3,"11,997.00",Contratado,
20-1605-00-1082077-1-1,3715,43,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,kg,"2,790.00",4.11,"11,466.90",,,,"2,790.00",4.0,"11,160.00",Contratado,
20-1605-00-1082077-1-1,3715,44,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,kg,"2,430.00",4.94,"12,004.20",,,,"2,430.00",4.3,"10,449.00",Contratado,
20-1605-00-1082077-1-1,3715,45,5010000,71610,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,kg,"2,430.00",4.11,"9,987.30",,,,"2,430.00",4.0,"9,720.00",Contratado,
20-1605-00-1082077-1-1,3715,46,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,paq,486.00,11.07,"5,380.02",,,,486.00,11.0,"5,346.00",Contratado,
20-1605-00-1082077-1-1,3715,47,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,paq,486.00,44.94,"21,840.84",,,,486.00,42.0,"20,412.00",Contratado,
20-1605-00-1082077-1-1,3715,48,5010000,71610,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,paq,218.00,11.07,"2,413.26",,,,218.00,11.0,"2,398.00",Contratado,
20-1605-00-1082077-1-1,3715,49,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,kg,"2,325.00",4.11,"9,555.75",,,,"2,325.00",4.0,"9,300.00",Contratado,
20-1605-00-1082077-1-1,3715,50,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,bidon,243.00,32.55,"7,909.65",,,,243.00,32.0,"7,776.00",Contratado,
20-1605-00-1082077-1-1,3715,51,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,kg,"1,090.00",4.11,"4,479.90",,,,"1,090.00",4.0,"4,360.00",Contratado,
20-1605-00-1082077-1-1,3715,52,5010000,71610,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,paq,465.00,44.94,"20,897.10",,,,465.00,42.0,"19,530.00",Contratado,
20-1605-00-1082077-1-1,3715,53,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,kg,"2,430.00",4.11,"9,987.30",,,,"2,430.00",4.0,"9,720.00",Contratado,
20-1605-00-1082077-1-1,3715,54,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,kg,"1,635.00",4.94,"8,076.90",,,,"1,635.00",4.3,"7,030.50",Contratado,
20-1605-00-1082077-1-1,3715,55,5010000,71610,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,168.00,42.5,"7,140.00",,,,168.00,42.0,"7,056.00",Contratado,
20-1605-00-1082077-1-1,3715,56,5010000,71610,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,KG,405.00,4.5,"1,822.50",,,,405.00,4.3,"1,741.50",Contratado,
20-1605-00-1082077-1-1,3715,57,5010000,71610,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"1,434.00",4.5,"6,453.00",,,,"1,434.00",4.0,"5,736.00",Contratado,
20-1605-00-1082077-1-1,3715,58,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,"1,195.00",4.5,"5,377.50",,,,"1,195.00",4.3,"5,138.50",Contratado,
20-1605-00-1082077-1-1,3715,59,5010000,71610,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,54.00,11.5,621.00,,,,54.00,11.0,594.00,Contratado,
20-1605-00-1082077-1-1,3715,60,5010000,71610,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,54.00,42.5,"2,295.00",,,,54.00,42.0,"2,268.00",Contratado,
20-1605-00-1082077-1-1,3715,61,5010000,71610,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,840.00,4.5,"3,780.00",,,,840.00,4.3,"3,612.00",Contratado,
20-1605-00-1082077-1-1,3715,62,5010000,71610,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,84.00,35.0,"2,940.00",,,,84.00,34.0,"2,856.00",Contratado,
20-1605-00-1082077-1-1,3715,63,5010000,71610,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,239.00,42.5,"10,157.50",,,,239.00,42.0,"10,038.00",Contratado,
20-1605-00-1082077-1-1,3715,64,5010000,71610,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,168.00,11.5,"1,932.00",,,,168.00,11.0,"1,848.00",Contratado,
20-1605-00-1082077-1-1,3715,65,5010000,71610,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,54.00,35.0,"1,890.00",,,,54.00,34.0,"1,836.00",Contratado,
20-1605-00-1082077-1-1,3715,66,5010000,71610,ARROZ GRANO  LARGO ENTERO PRESENTACION DE 1 KILO,KG,"1,434.00",4.5,"6,453.00",,,,"1,434.00",4.3,"6,166.20",Contratado,
20-1605-00-1082077-1-1,3715,67,5010000,71610,ARROZ GRANO  LARGO ENTERO PRESENTACION DE 1 KILO,KG,840.00,4.5,"3,780.00",,,,840.00,4.3,"3,612.00",Contratado,
20-1605-00-1082077-1-1,3715,68,5010000,71610,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,270.00,4.5,"1,215.00",,,,270.00,4.0,"1,080.00",Contratado,
