cuce,número,código_unspsc,objeto_de_gasto,descripción_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razón_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma,numero,codigo_unspsc,descripcion_del_bien_o_servicio,nombre_o_razon_social_del_proponente_adjudicado
20-3701-00-1091083-1-1,,,71630,,QQ (46 Kg),111,250,27750,,245,27195,111,245,27195,Contratado,Cronograma 0,3,5022000,ARROZ GRANO DE ORO,GOMEZ DE JUSTINIANO CARMEN SILENIA
20-3701-00-1091083-1-1,,,71630,,QQ (50 KG),82,255,20910,,250,20500,82,250,20500,Contratado,Cronograma 0,4,5018000,HARINA DE TRIGO TIPO 000,GOMEZ DE JUSTINIANO CARMEN SILENIA
20-3701-00-1091083-1-1,,,71630,,CJA (12 U),254,140,35560,,140,35560,254,140,35560,Contratado,Cronograma 0,5,5020000,YERBA MATE,GOMEZ DE JUSTINIANO CARMEN SILENIA
20-3701-00-1091083-1-1,,,71630,,QQ (46 Kg),111,220,24420,,215,23865,111,215,23865,Contratado,Cronograma 0,6,5016000,AZÚCAR BLANCA CRISTALIZADA,GOMEZ DE JUSTINIANO CARMEN SILENIA
20-1218-00-1095164-1-1,,,43400,,EQUIPO,7,6000,42000,,,,7,6000,42000,Contratado,Cronograma 0,1,4110000,ANALIZADOR DE HEMOGLOBINA DIASPECT T.,
21-0046-00-1165538-2-1,,,25600,,UNIDADE S,303000,0.65,196950,,0.63,190890,303000,0.63,190890,Contratado,Cronograma 0,1,8212150,Impresión promocional o publicitaria - SERVICIO DE IMPRESION DE CARTILLAS,PONCE SALAZAR ANTONIO JOAQUIN
20-1601-00-1093781-1-1,,,33300,,PIEZA,25,1970,49250,,,,25,1490,37250,Contratado,Cronograma 0,1,5310000,MASCARAS DE CARA,
20-0411-00-1064622-1-1,,,43400,,EQUIPO,1,260000,260000,,260000,260000,1,260000,260000,Contratado,Cronograma 0,1,4110000,ANALIZADOR AUTOMATIZADO QUIMICA SANGUINEA,ESPINOZA  ELBA
21-0660-12-1167277-1-1,,,34200,,PIEZA,5340,5,26700,,,,5340,1.7,9078,Contratado,Cronograma 0,1,4213171,Aislamiento quirúrgico o máscaras quirúrgicas - BARBIJO;  MATERIAL DE TELA; REUTILIZABLE,
21-0660-12-1167277-1-1,,,34200,,PIEZA,1000,0.45,450,,,,1000,0.4,400,Contratado,Cronograma 0,2,4213160,Gorro de quirófano para personal médico - GORRO PARA BIOSEGURIDAD; TIPO DESCARTABLE,
21-0660-12-1167277-1-1,,,34200,,PAR,500,1.6,800,,,,500,1.29,645,Contratado,Cronograma 0,3,4213220,Guantes de examen o para procedimientos no quirúrgicos - GUANTE PARA BIOSEGURIDAD; TIPO DESECHABLE,
20-0903-00-1088310-1-1,,,34200,,UNIDAD,510,57,29070,,50,25500,510,50,25500,Contratado,Cronograma 0,1,4112000,ITEM 1 TEST INMUNOCROMATOGRAFIA SARS-COV-2  IgG/IgM,LOPEZ GALVEZ ERNESTO MAURO
20-0903-00-1088310-1-1,,,34200,,UNIDAD,500,50,25000,,50,25000,500,50,25000,Contratado,Cronograma 0,2,4112000,ITEM 4 TARJETAS DE IDENTIFICACIÓN DE MICROORGANISMOS.,LABORATORIOS LA PAZ LTDA.
20-0903-00-1088310-1-1,,,34200,,UNIDAD,800,40,32000,,11.85,9480,800,11.85,9480,Contratado,Cronograma 0,3,4112000,ITEM 3 MEDIOS DE TRANSPORTE PARA VIRUS (ADN/RNA) DE 2ml MÁS HISOPO.,INSUMOS DE VIDA S.R.L.
20-0903-00-1088310-1-1,,,34200,,PANEL,15,1700,25500,,1700,25500,15,1700,25500,Contratado,Cronograma 0,4,4112000,ITEM 6 Panel para PCR ? Biología Molecular (Multiplex FilmArray).,LABORATORIOS LA PAZ LTDA.
20-0903-00-1088310-1-1,,,34200,,CAJA,20,3000,60000,,2400,48000,20,2400,48000,Contratado,Cronograma 0,5,4112000,ITEM 2 TEST DE DETECCIÓN RÁPIDA DE ANTÍGENO SARS-COV-2 (COVID-19).,LOPEZ GALVEZ ERNESTO MAURO
20-0903-00-1088310-1-1,,,34200,,UNIDAD,500,50,25000,,50,25000,500,50,25000,Contratado,Cronograma 0,6,4112000,ITEM 5 TARJETAS DE SENSIBILIDAD DE MICROORGANISMOS.,LABORATORIOS LA PAZ LTDA.
20-1601-00-1089343-1-1,,,33300,,UNID.,100,99996,99996,,74997,74997,16666,45,74997,Contratado,Cronograma 0,1,5310000,ADQUISICION BARBIJOS KN 95 PARA DOTACION AL PERSONAL DEL GOBIERNO AUTONOMO MUNICIPAL DE TARIJA EN LA ATENCION DE LA PANDEMIA DEL CORONAVIRUS,RIVERA RUEDA ALVARO
20-1434-00-1077851-1-1,,,71300,,LOTE,1,370556,370556,,370203,370203,1,370203,370203,Contratado,Cronograma 0,1,5022000,"ADQUISICIÓN DE ARROZ, HARINA Y ACEITE",ATTO CONDORI SELZO
20-1120-00-1076103-1-1,,,31150,,LITROS,6241,600,374460,,600,374460,6241,600,374460,Contratado,Cronograma 0,1,5015000,ACEITE,PINTO CALLA OSCAR
20-1120-00-1076103-1-1,,,31150,,ARROBA,6241,560,349496,,559,348871.9,6241,559,348871.9,Contratado,Cronograma 0,2,5022000,AZUCAR,PINTO CALLA OSCAR
20-1120-00-1076103-1-1,,,31150,,ARROBA,6241,650,405665,,650,405665,6241,650,405665,Contratado,Cronograma 0,3,5022000,ARROZ,PINTO CALLA OSCAR
20-1306-00-1060868-1-1,,,34200,,COMPRI MIDO,20000,0.21,4200,,,,,,,No se presentaron proponentes,Cronograma 0,1,5121000,Paracetamol (Acetaminofeno),
20-1306-00-1060868-1-1,,,34200,,COMPRI MIDO,20000,0.73,14600,,,,,,,No se presentaron proponentes,Cronograma 0,2,5121000,Zinc (como sulfato),
20-1306-00-1060868-1-1,,,34200,,COMPRI MIDO,20000,0.31,6200,,,,,,,No se presentaron proponentes,Cronograma 0,3,5121000,Ibuprofeno,
20-1306-00-1060868-1-1,,,34200,,INYECTA BLE,500,6.17,3085,,,,,,,No se presentaron proponentes,Cronograma 0,4,5121000,Amikacina,
20-1306-00-1060868-1-1,,,34200,,COMPRI MIDO,10000,0.26,2600,,0.17,1700,10000,0.17,1700,Contratado,Cronograma 0,5,5121000,Ácido acetil salicílico,DROGUERIA INTI S.A.
20-1306-00-1060868-1-1,,,34200,,INYECTA BLE,2000,98.44,196880,,74,148000,2000,74,148000,Contratado,Cronograma 0,6,5121000,Enoxaparina Sodica,LAQFAGAL FARMA INDUSTRIA S.R.L.
20-1306-00-1060868-1-1,,,34200,,COMPRI MIDO,20000,3.42,68400,,,,,,,No se presentaron proponentes,Cronograma 0,7,5121000,Colecalciferol (Vitamina D3),
20-1306-00-1060868-1-1,,,34200,,COMPRI MIDO,10000,2.05,20500,,,,,,,No se presentaron proponentes,Cronograma 0,8,5121000,Dexametasona,
20-1306-00-1060868-1-1,,,34200,,INYECTA BLE,2000,35.59,71180,,,,,,,No se presentaron proponentes,Cronograma 0,9,5121000,Heparina sódica,
20-1306-00-1060868-1-1,,,34200,,CAPSULA,6000,0.33999999999999997,2040,,,,,,,No se presentaron proponentes,Cronograma 0,10,5121000,Loperamida,
20-1306-00-1060868-1-1,,,34200,,INYECTA BLE,2000,1.82,3640,,1.82,3640,2000,1.82,3640,Contratado,Cronograma 0,11,5121000,Metamizol (Dipirona),DROGUERIA INTI S.A.
20-0660-12-1080429-1-1,,,39100,,GALON,2200,15,33000,,,,2200,14.29,31438,Contratado,Cronograma 0,1,4713000,"ALCOHOL DESINFECTANTE DE 1 LITRO DE 70% V/V CON ATOMIZADOR, DE PRIMERA CALIDAD",
20-0660-12-1080429-1-1,,,39100,,BOTE,1000,13,13000,,,,1000,12.29,12290,Contratado,Cronograma 0,2,4713000,"ALCOHOL EN GEL 390 ML CON DISPENSADOR, ELIMINACION DE GERMENES AL 99.9% DE PRIMERA CALIDAD",
20-1515-00-1087308-1-1,,,71630,,LB,108,135,14580,,,,108,135,14580,Contratado,Cronograma 0,1,1015000,SEMILLA DE ZANAHORIA,
20-1515-00-1087308-1-1,,,71630,,LB,45,95,4275,,,,45,95,4275,Contratado,Cronograma 0,2,1015000,SEMILLA DE REMOLACHA,
20-1515-00-1087308-1-1,,,71630,,LB,10,130,1300,,,,10,130,1300,Contratado,Cronograma 0,3,1015000,SEMILLA DE REPOLLO,
20-1515-00-1087308-1-1,,,71630,,LB,19,170,3230,,,,19,170,3230,Contratado,Cronograma 0,4,1015000,SEMILLA DE LECHUGA,
20-1515-00-1087308-1-1,,,71630,,LB,131,170,22270,,,,131,170,22270,Contratado,Cronograma 0,5,1015000,SEMILLA DE CEBOLLA,
20-1601-00-1091188-1-1,,,33300,,PIEZAS,6250,8,50000,,,,6250,3.1,19375,Contratado,Cronograma 0,1,5310000,BARBIJOS KN95,
20-1907-00-1081054-1-1,,,31300,,GLB,48601,825,400958.25,,,,48601,822,399500.22,Contratado,Cronograma 0,1,7015000,HIJUELOS DE PLATANO (CORMOS),
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,200,7,1400,,,,200,6.9,1380,Contratado,Cronograma 0,1,5145280,Ivermectina - IVERMECTINA,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,5000,1.08,5400,,,,5000,0.48,2400,Contratado,Cronograma 0,2,5147370,Fenolsulfonato de zinc - ZINC,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,332,1.4,464.8,,,,332,1.39,461.48,Contratado,Cronograma 0,3,5050151,Suplemento de vitamina C - ACIDO ASCORBICO,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,5000,0.35,1750,,,,5000,0.24,1200,Contratado,Cronograma 0,4,5138450,Ibuprofeno - IBUPROFENO,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,2000,0.69,1380,,,,2000,0.49,980,Contratado,Cronograma 0,5,5128491,Sulfametoxazol / trimetoprim - COTRIMOXAZOL,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,5000,0.21,1050,,,,5000,0.13,650,Contratado,Cronograma 0,6,5138170,Acetaminofén o paracetamol - PARACETAMOL,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,1900,2.7,5130,,,,1900,2.69,5111,Contratado,Cronograma 0,7,5128292,Levofloxacina - LEVOFLOXACINA,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,2000,4,8000,,,,2000,2.88,5760,Contratado,Cronograma 0,8,5128230,Azitromicina - AZITROMICINA,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,2000,5,10000,,,,2000,3.2,6400,Contratado,Cronograma 0,9,5128170,Amoxicilina - AMOXICILINA+AC CLAVULANICO,
21-1755-00-1130958-1-1,,,34200,,COMPRI MIDO,4000,0.26,1040,,,,4000,0.25,1000,Contratado,Cronograma 0,10,5114310,Ácido acetilsalicílico o Aspirina - ACIDO ACETIL SALICILICO,
20-0903-00-1088302-1-1,,,34200,,unidad,810,60,48600,,,,810,57,46170,Contratado,Cronograma 0,1,4112000,Compra del reactivo Test Inmunocromatografia Sars- cov2 IgG/IgM para laboratorio de microbiologia para el seguimiento de la pandemia covid-19,
21-0139-00-1120888-1-1,,,26990,,1.0,10,50000,50000,,,,10,45000,45000,Contratado,Cronograma 0,1,8011000,"SERVICIOS PARA COORDINADOR(A) PROYECTO ""RESILIENCIA RECUP.MEDIOS DE VIDA,CAMBIO CLIMAT.Y PANDEMIA AREAS NAT.MAN,INTEGR.ECOREG. CHACO BOLIVIANO, CHIQUITANIA Y PANTANAL""",
20-1515-00-1088556-1-1,,,71630,,M2,12250,30,367500,,,,12250,30,367500,Contratado,Cronograma 0,1,1311000,"GEOMEMBRANA HDPE DE 0.75 MM (ANCHO DE ROLLO 7,5M)",
20-1601-00-1091152-1-1,,,33300,,PIEZAS,6250,8,50000,,,,6250,3.1,19375,Contratado,Cronograma 0,1,5310000,MASCARILLAS PROTECTORAS KN95,
21-1412-00-1187579-1-1,,,23200,,HORAS,400,6500,26000,,,,400,6500,26000,Contratado,Cronograma 0,1,2012282,"Equipo de limpieza de lodo - LIMPIEZA DE VIJIÑAS PARA LAS COMUNIDADES DE IROCOLLO, WALLCHA, PAMPA Y CONDO C",
21-0951-00-1128584-1-1,,,33300,,CAJAS,2170,23,49910,,,,2170,17,36890,Contratado,Cronograma 0,1,4213171,"Aislamiento quirúrgico o máscaras quirúrgicas - COMPRA DE BARBIJOS DESCARTABLES PARA LA DOTACIÓN AL PERSONAL DEL BCB, POR LA PANDEMIA COVID ? 19",
20-1338-00-1094118-1-1,,,34200,,GLB,100,187935,187935,,183513,183513,10,183513,183513,Contratado,Cronograma 0,1,1112000,ADQUISICIÓN DE FERTILIZANTES PARA REACTIVACIÓN Y FORTALECIMIENTO DE ACTIVIDADES PRODUCTIVAS POR LA CRISIS DE LA PANDEMIA COVID-19,NINA CHOQUE NILTON DIDIER
20-0411-00-1084525-1-1,,,43400,,EQUIPO,1,25000,25000,,,,1,25000,25000,Contratado,Cronograma 0,1,4218000,COAGULOMETRO DE DOS CANALES PARA DIMERO-D Y FIBRINOGENO,
21-1334-00-1146280-1-1,,,39100,,BIDON,50000,3853,19265,,325,16250,50000,325,16250,Contratado,Cronograma 0,1,4713180,Desinfectantes para uso doméstico - LAVANDINA LIQUIDA 5 LITROS,CONDORI PACCI EDELFIN EBER
21-1334-00-1146280-1-1,,,39100,,BIDON,1130,5651,63856.3,,545,61585,1130,545,61585,Contratado,Cronograma 0,2,1311106,Alcohol etileno vinilo - ALCOHOL AL 10% DE 5 LITROS,CONDORI PACCI EDELFIN EBER
21-1334-00-1146280-1-1,,,39100,,PIEZA,4225,323,13646.75,,26,10985,4225,26,10985,Contratado,Cronograma 0,3,4014174,Atomizadores - ATOMIZADOR PULVERIZADOR MANUAL DE PLASTICO PARA BOTELLA,CONDORI PACCI EDELFIN EBER
20-1306-00-1060807-1-1,,,34200,,SOLUCIO N,300,17,5100,,,,,,,No se presentaron proponentes,Cronograma 0,1,5121000,Alcohol etílico (Etanol),
20-1306-00-1060807-1-1,,,33300,,PIEZAS,9000,8,72000,,6,54000,9000,6,54000,Contratado,Cronograma 0,2,5121000,Botas descartables,DISPROMED SRL.
20-1306-00-1060807-1-1,,,33300,,CAJA X 100,600,90,54000,,90,54000,600,90,54000,Contratado,Cronograma 0,3,5121000,Guantes de Nitrilo TALLA M,DISPROMED SRL.
20-1306-00-1060807-1-1,,,33300,,CAJA X 100,150,90,13500,,90,13500,150,90,13500,Contratado,Cronograma 0,4,5121000,Guantes de Nitrilo TALLA L,DISPROMED SRL.
20-1306-00-1060807-1-1,,,39990,,PIEZAS,10000,14,140000,,7.9,79000,10000,7.9,79000,Contratado,Cronograma 0,5,5121000,Barbijo sin Válvula KN-95 o Similar 5 CAPAS,NEMTALA BALLON JUAN CARLOS
21-1412-00-1182864-1-1,,,49300,,Cabezas,88,1500,132000,,1500,132000,,,,Contratado,Cronograma 1,1,1010151,"Alpaca - REPRODUCTORES CAMELIDOS ""LLAMA"" RAZA Q ́ARA DE SEXO MACHOS",CALANI GONZALES ROSENDO ADRIAN
21-1412-00-1182489-2-1,,,49300,,Cabezas,93,1500,139500,,1500,139500,,,,Contratado,Cronograma 1,1,1010151,"Alpaca - Reproductores camélidos ""llama"" de la raza Q ́ara, de sexo machos",ALCONZ SARMIENTO LALO
20-1257-00-1060099-2-1,,,31150,,BOLSA,880,56,49280,,56,49280,880,56,49280,Contratado,Cronograma 0,1,5016000,BOLSA DE AZUCAR BLANCA (UNA BOLSA EQUIVALE A 11.5 KG O 23 LIBRAS),MORANTE QUISBERT KEVIN RODRIGO
20-1257-00-1060099-2-1,,,31150,,BOLSA,1760,6.95,12232,,6.95,12232,1760,6.95,12232,Contratado,Cronograma 0,2,5022000,LENTEJA BOLSA EQUIVALENTE A 455 GR O SUPERIOR,MORANTE QUISBERT KEVIN RODRIGO
20-1257-00-1060099-2-1,,,31150,,LITRO,880,25,22000,,24.5,21560,880,24.5,21560,Contratado,Cronograma 0,3,5015000,ACEITE COMESTIBLE PRESENTACION DE 2 LITROS,MORANTE QUISBERT KEVIN RODRIGO
20-1257-00-1060099-2-1,,,31150,,BOLSA,880,75,66000,,75,66000,880,75,66000,Contratado,Cronograma 0,4,5022000,BOLSA DE ARROZ GRANO DE ORO  (UNA BOLSA EQUIVALE A 11.5 KG O 23 LIBRAS),MORANTE QUISBERT KEVIN RODRIGO
20-1126-00-1056288-2-1,,,31150,,ARROBA,38000,450,17100,,450,17100,3800,450,17100,Contratado,Cronograma 1,1,5040000,PAPA,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,QUINTAL,9000,3500,31500,,3500,31500,900,3500,31500,Contratado,Cronograma 1,2,5022000,MANI COLORADO(PERILLA),CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,QUINTAL,9000,2600,23400,,2600,23400,900,2600,23400,Contratado,Cronograma 1,3,5022000,POROTO NEGRO,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,ARROBA,35700,400,14280,,400,14280,3570,400,14280,Contratado,Cronograma 1,4,5040000,CEBOLLA,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,ARROBA,30000,400,12000,,400,12000,3000,400,12000,Contratado,Cronograma 1,5,5040000,ZANAHORIA,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,CAJAS,35000,950,33250,,950,33250,3500,950,33250,Contratado,Cronograma 1,6,5015000,ACEITE,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,KILOS,56000,500,28000,,500,28000,5600,500,28000,Contratado,Cronograma 1,7,1016000,MIEL,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,QUINTAL,15000,2300,34500,,2300,34500,1500,2300,34500,Contratado,Cronograma 1,8,5022000,ARROZ,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,QUINTAL,15000,1700,25500,,1700,25500,1500,1700,25500,Contratado,Cronograma 1,9,5016000,AZUCAR,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,PAQUET E,50000,560,28000,,560,28000,5000,560,28000,Contratado,Cronograma 1,10,5019000,FIDEO,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,CAJA,8400,760,6384,,760,6384,840,760,6384,Contratado,Cronograma 1,11,1235000,JABON,CABRERA CARBALLO MARIA NINETH
20-1126-00-1056288-2-1,,,31150,,QUINTAL,30000,720,21600,,,,,,,No se presentaron proponentes,Cronograma 1,12,5022000,MAIZ,
20-1126-00-1056288-2-1,,,31150,,PAQUET E,11200,400,4480,,400,4480,1120,400,4480,Contratado,Cronograma 1,13,5017000,SAL YODADA,CABRERA CARBALLO MARIA NINETH
20-1314-00-1093367-1-1,,,34600,,PIEZA,1200,2850,34200,,,,1200,2850,34200,Contratado,Cronograma 0,1,3116000,GAVION DE 2X1X1 C/D 10 X 8 cm. CON ALAMBRE DE AMARRE,
20-1515-00-1086688-1-1,,,71630,,QQ,420,350,147000,,,,420,350,147000,Contratado,Cronograma 0,1,1015000,SEMILLA DE PAPA WAYCHA CATEGORIA CERTIFICADA I (TAMAÑO 3 Y 4),
20-1515-00-1086688-1-1,,,71630,,QQ,624,350,218400,,,,624,350,218400,Contratado,Cronograma 0,2,1015000,SEMILLA DE PAPA DESIREE CATEGORIA CERTIFICADA I (TAMAÑO 3 Y 4),
20-1218-00-1095095-1-1,,,43400,,PIEZA,11,770,8470,,,,11,770,8470,Contratado,Cronograma 0,1,4110000,INFANTOMETRO DE MADERA DE MADERA DE 2 CUERPOS PORTATIL FABRICADO DE ACUERDO A NORMAS DE CARACTERIZACION DE CENTROS DE SALUD,
20-1218-00-1095095-1-1,,,43400,,PIEZA,11,1050,11550,,,,11,1050,11550,Contratado,Cronograma 0,2,4111000,TALLIMETRO DE MADERA ROBLE DE 3 CUERPOS PORTATIL FABRICADO DE ACUERDO A LAS NORMAS DE CARACTERIZACION DE ESTABLECIMIENTOS DE SALUD,
20-1218-00-1095095-1-1,,,43400,,PIEZA,11,850,9350,,,,11,850,9350,Contratado,Cronograma 0,3,4111000,TALLIMETRO DE MADERA DE 3 CUERPOS FABRICADO EN ROBLE PORTATIL DE ACUERDO A NORMAS DE CARACTERIZACION,
20-0903-00-1079919-1-1,,,43400,,PIEZA,1,37584,37584,,,,1,36500,36500,Contratado,Cronograma 0,1,4110000,EQUIPO CABINA PCR,
20-1431-00-1085909-1-1,,,71630,,GLOBAL,10,478495,478495,,,,10,355124,355124,Contratado,Cronograma 0,1,5016000,ADQUISICION DE ALIMENTOS SECOS PARA LAS FAMILIAS AFECTADAS CON LA PANDEMIA COVID- 19 MUNICIPIO SABAYA,
20-0418-07-1056076-1-1,,,34200,,Inyectable,26500,2800,74200,,,,,,,No se presentaron proponentes,Cronograma 0,1,5121000,Insulina Glulisina  100 UI / ml,
20-0418-07-1056076-1-1,,,34200,,Comprimi do,5000,5,2500,,,,,,,No se presentaron proponentes,Cronograma 0,2,5121000,Zinc (como sulfato) 20 mg,
20-0418-07-1056076-1-1,,,34200,,Inyectable,3500,280,98000,,,,,,,No se presentaron proponentes,Cronograma 0,3,5121000,Levofloxacina 500 mg,
20-0418-07-1056076-1-1,,,34200,,Comprimi do,4800,35,16800,,,,,,,No se presentaron proponentes,Cronograma 0,4,5121000,Montelukast  5 mg,
20-0418-07-1056076-1-1,,,34200,,Inyectable,3500,700,245000,,,,,,,No se presentaron proponentes,Cronograma 0,5,5121000,Metilprednisolona  500 mg,
20-0418-07-1056076-1-1,,,34200,,Comprimi do,5000,147,73500,,75,37500,5000,75,37500,Contratado,Cronograma 0,6,5121000,Ivermectina 6 mg,LABORATORIOS IFA S.A.
20-0418-07-1056076-1-1,,,34200,,Comprimi do,4400,45,19800,,,,,,,No se presentaron proponentes,Cronograma 0,7,5121000,Montelukast  10 mg,
20-0418-07-1056076-1-1,,,34200,,Sol. oft.,40000,350,14000,,,,,,,No se presentaron proponentes,Cronograma 0,8,5121000,Dorzolamida  2%,
20-0418-07-1056076-1-1,,,34200,,Inyectable,50000,25,125000,,,,,,,No se presentaron proponentes,Cronograma 0,9,5121000,Ácido Ascorbico (Vit. C) 500 mg/ml (2ml),
20-0418-07-1056076-1-1,,,34200,,Jarabe,2300,100,23000,,90,20700,2300,90,20700,Contratado,Cronograma 0,10,5121000,Zinc (como sulfato) 20mg/5ml,LABORATORIOS IFA S.A.
20-0418-07-1056076-1-1,,,34200,,Inyectable,13000,60,78000,,,,,,,No se presentaron proponentes,Cronograma 0,11,5121000,Hidrocortisona succinato sódico 100 mg,
20-0418-07-1056076-1-1,,,34200,,Inyectable,20000,115,230000,,,,,,,No se presentaron proponentes,Cronograma 0,12,5121000,Clorfeniramina  10 mg/ml,
21-0423-00-1117348-1-1,,,34200,,COMPRI MIDO,20000,15,3000,,,,20000,15,3000,Contratado,Cronograma 0,1,5121000,PARACETAMOL 500 MG,
21-0423-00-1117348-1-1,,,34200,,FRASCO,40000,700,28000,,,,40000,700,28000,Contratado,Cronograma 0,2,5121000,PROTEINAS EN POLVO,
21-0423-00-1117348-1-1,,,34200,,FRASCO,3000,300,90000,,,,3000,300,90000,Contratado,Cronograma 0,3,5121000,AZITROMICINA 200 MG/5 ML,
21-0423-00-1117348-1-1,,,34200,,COMPRI MIDO,1800,60,10800,,,,1800,60,10800,Contratado,Cronograma 0,4,5121000,LEFLUNOMIDA 20 MG,
21-0423-00-1117348-1-1,,,34200,,INYECTA BLE,16200,450,7290,,,,16200,450,7290,Contratado,Cronograma 0,5,5121000,LEVOFLOXACINA 500 MG/ML,
20-1329-00-1086740-1-1,,,31150,,LT,935,7.25,6778.75,,,,935,7.25,6778.75,Contratado,Cronograma 0,1,5013000,LECHE FLUIDA,
20-1329-00-1086740-1-1,,,31150,,@,935,55,51425,,,,935,55,51425,Contratado,Cronograma 0,2,5016000,AZUCAR(1@),
20-1329-00-1086740-1-1,,,31150,,PQT,935,12,11220,,,,935,12,11220,Contratado,Cronograma 0,3,5018000,PALITOS DE TARWI(PQT 20 UDS),
20-1329-00-1086740-1-1,,,31150,,@,935,43,40205,,,,935,43,40205,Contratado,Cronograma 0,4,5019000,FIDEO(1/2@),
20-1329-00-1086740-1-1,,,31150,,LT,935,20,18700,,,,935,20,18700,Contratado,Cronograma 0,5,5015000,ACEITE(2LT),
20-1329-00-1086740-1-1,,,31150,,KG,935,21.75,20336.25,,,,935,21.75,20336.25,Contratado,Cronograma 0,6,5022000,LENTEJA(1KG),
20-1329-00-1086740-1-1,,,31150,,CJA,935,12,11220,,,,935,12,11220,Contratado,Cronograma 0,7,5022000,AVENA(450 GR),
21-1412-00-1182340-1-1,,,31300,,Kg.,2193,110,241230,,110,241230,2193,110,241230,Contratado,Cronograma 0,1,1015170,Semillas o plántulas de alfalfa - Semilla de Alfalfa,CONSORCIO BOLIVIANO AGROPECUARIO COBOAGRO S.R.L.
20-1119-00-1089146-1-1,,,34200,,Kg.,365,85,31025,,85,31025,365,85,31025,Contratado,Cronograma 0,1,1019000,CORAZA,OVANDO MONCADA CESAR
20-1119-00-1089146-1-1,,,34200,,Litros,467,300,140100,,290,135430,467,290,135430,Contratado,Cronograma 0,2,1019000,MITER TOP (ABEMECTIN AL 5 %),OVANDO MONCADA CESAR
20-1119-00-1089146-1-1,,,34200,,Litros,135,600,81000,,590,79650,135,590,79650,Contratado,Cronograma 0,3,1019000,AMISTAR TOP,OVANDO MONCADA CESAR
20-0906-00-1079395-1-1,,,34200,,KITS,300,5600,168000,,,,300,5600,168000,Contratado,Cronograma 0,1,4214000,RIDA GENE SARS-COV-2 RUO X 100 PRUEBAS,
20-0906-00-1079395-1-1,,,34200,,KITS,150,5400,81000,,,,150,5400,81000,Contratado,Cronograma 0,2,4214000,VIRAL RNA EXTRACTION FROM RESPERATOR Y SPECIMENS X250,
20-1712-00-1097015-1-1,,,43400,,GBL,2,1400,2800,,,,2,1100,2200,Contratado,Cronograma 0,1,4227000,MANOMETRO,
20-1712-00-1097015-1-1,,,43340,,GBL,2,500,1000,,,,2,480,960,Contratado,Cronograma 0,2,4227000,PORTASUERO CON 4 COLGADORES,
20-1712-00-1097015-1-1,,,43340,,GBL,2,2000,4000,,,,2,1980,3960,Contratado,Cronograma 0,3,4227000,NEGATOSCOPIO,
20-1712-00-1097015-1-1,,,43340,,GBL,30,100,3000,,,,30,95,2850,Contratado,Cronograma 0,4,4227000,EQUIPO DE PROTECCION PERSONAL,
20-1712-00-1097015-1-1,,,43400,,GBL,2,3250,6500,,,,2,2990,5980,Contratado,Cronograma 0,5,4227000,TUBO DE OXIGENO,
20-1712-00-1097015-1-1,,,43340,,GBL,2,300,600,,,,2,250,500,Contratado,Cronograma 0,6,4227000,OXIMETRO,
20-1712-00-1097015-1-1,,,43340,,GBL,1,13000,13000,,,,1,11000,11000,Contratado,Cronograma 0,7,4227000,CAMILLA DE AMBULANCIA RETRACTIL,
20-1515-00-1088559-1-1,,,71630,,BOLSA,15,718.4,10776,,,,15,718.4,10776,Contratado,Cronograma 0,1,1015000,SEMILLA DE HABA (BOLSA DE 46 KG)),
20-1515-00-1088559-1-1,,,71630,,BOLSA,18,720,12960,,,,18,720,12960,Contratado,Cronograma 0,2,1015000,SEMILLA DE MAIZ WALTACO (BOLSA DE 40 KG),
