cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
21-0417-06-1159434-2-1,3580,Total Referencial:,213990,Total Adjudicado:,213990,Total Recepcionado:,213990
21-1701-00-1132874-1-1,3581,Total Referencial:,49980,Total Recepcionado:,39270,,
20-1260-00-1038785-0-E,3582,Total Adjudicado:,24561,Total Recepcionado:,24561,,
20-1302-00-1052360-0-E,3583,Total Adjudicado:,49500,Total Recepcionado:,49500,,
20-1749-00-1088980-1-1,3584,Total Referencial:,29310,Total Recepcionado:,29310,,
20-1803-00-1041317-0-E,3585,Total Adjudicado:,952710,Total Recepcionado:,952710,,
20-0903-00-1041385-0-E,3586,Total Adjudicado:,63440.4,Total Recepcionado:,63440.4,,
20-1810-00-1049162-0-E,3587,Total Adjudicado:,34000,,,,
21-1519-00-1176698-1-1,3588,Total Referencial:,41370,Total Recepcionado:,40740,,
21-1201-14-1107235-1-1,3589,Total Referencial:,49840,Total Recepcionado:,49840,,
21-1701-00-1134182-1-1,3590,Total Referencial:,156000,Total Adjudicado:,149400,Total Recepcionado:,149400
20-1325-00-1095315-1-1,3591,Total Referencial:,43160,Total Adjudicado:,43160,Total Recepcionado:,43160
20-1325-00-1095315-1-1,3591,Total Referencial:,57800,Total Adjudicado:,57120,Total Recepcionado:,57120
20-0435-00-1061412-1-1,3592,Total Referencial:,280000,Total Adjudicado:,280000,Total Recepcionado:,240000
20-3701-00-1098345-1-1,3593,Total Referencial:,33250,Total Recepcionado:,33250,,
21-0030-00-1180314-1-1,3594,Total Referencial:,49992,Total Recepcionado:,39460,,
20-1306-00-1046696-0-E,3595,Total Adjudicado:,46250,Total Recepcionado:,46250,,
20-0417-07-1078645-1-1,3596,Total Referencial:,30800,Total Recepcionado:,30800,,
20-0418-07-1042272-0-E,3597,Total Adjudicado:,140400,Total Recepcionado:,140400,,
21-1101-00-1143666-1-1,3598,Total Referencial:,50000,Total Recepcionado:,50000,,
21-0411-00-1143843-1-1,3599,Total Referencial:,105000,Total Recepcionado:,70000,,
20-1734-00-1046535-0-E,3600,Total Adjudicado:,45000,Total Recepcionado:,45000,,
20-1604-00-1078333-1-1,3601,Total Referencial:,39936.06,Total Recepcionado:,39936.06,,
20-0010-00-1074493-1-1,3602,Total Referencial:,29500,Total Recepcionado:,28900,,
20-0909-00-1049921-0-E,3603,Total Adjudicado:,59400,Total Recepcionado:,59400,,
21-1334-00-1146280-1-1,3604,Total Referencial:,96768.05,Total Adjudicado:,88820,Total Recepcionado:,88820
20-1803-00-1043304-0-E,3605,Total Adjudicado:,256690,Total Recepcionado:,256690,,
20-1509-00-1071375-1-1,3606,Total Referencial:,649293.31,Total Adjudicado:,648657.47,Total Recepcionado:,648657.47
21-0169-00-1182418-1-1,3607,Total Referencial:,162000,Total Adjudicado:,141600,,
20-1306-00-1060807-1-1,3608,Total Referencial:,983342,Total Adjudicado:,584500,Total Recepcionado:,584500
20-1324-00-1045452-0-E,3609,Total Adjudicado:,23000,Total Recepcionado:,23000,,
21-1701-00-1132852-1-1,3610,Total Referencial:,49980,Total Recepcionado:,39270,,
21-1519-00-1111512-1-1,3611,Total Referencial:,34450,Total Recepcionado:,25950,,
20-0902-01-1047261-0-E,3612,Total Adjudicado:,49875,Total Recepcionado:,49875,,
21-0417-06-1119376-1-1,3613,Total Referencial:,25970,Total Recepcionado:,25970,,
20-0385-00-1093045-1-1,3614,Total Referencial:,89410,Total Adjudicado:,67190,Total Recepcionado:,67190
20-1302-00-1049049-0-E,3615,Total Adjudicado:,44400,Total Recepcionado:,44400,,
20-1119-00-1082419-1-1,3616,Total Referencial:,200000,Total Adjudicado:,103141.14,,
20-0418-11-1046851-0-E,3617,Total Adjudicado:,28140,Total Recepcionado:,28140,,
20-0417-06-1077206-1-1,3618,Total Referencial:,21000,Total Recepcionado:,21000,,
20-1302-00-1049059-0-E,3619,Total Adjudicado:,84250,Total Recepcionado:,84250,,
20-0901-02-1047398-0-E,3620,Total Adjudicado:,325845,Total Recepcionado:,325845,,
21-1526-00-1111467-1-2,3621,Total Referencial:,41772,Total Recepcionado:,41772,,
20-1701-00-1039624-0-E,3622,Total Adjudicado:,25000,Total Recepcionado:,25000,,
20-1310-00-1039798-0-E,3623,Total Adjudicado:,37500,Total Recepcionado:,37500,,
20-1501-00-1039896-0-E,3624,Total Adjudicado:,38000,Total Recepcionado:,38000,,
20-0139-00-1057469-2-1,3625,Total Referencial:,62640,Total Adjudicado:,62640,Total Recepcionado:,62640
20-1734-00-1094169-1-1,3626,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-1124-00-1079242-1-1,3627,Total Referencial:,37300,Total Recepcionado:,37300,,
21-0901-02-1173575-1-1,3628,Total Referencial:,98000,Total Recepcionado:,98000,,
21-1412-00-1182864-1-1,3629,Total Referencial:,132000,Total Adjudicado:,132000,,
20-1734-00-1094179-1-1,3630,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-1401-00-1043001-0-E,3631,Total Adjudicado:,29410.5,Total Recepcionado:,29410.5,,
20-0417-07-1082907-1-1,3632,Total Referencial:,78000,Total Recepcionado:,78000,,
20-0046-00-1038959-0-E,3633,Total Adjudicado:,148720,Total Recepcionado:,148720,,
20-0901-00-1083966-1-1,3634,Total Referencial:,999050,Total Adjudicado:,942500,,
20-1734-00-1094197-2-1,3635,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-0417-06-1086799-1-1,3636,Total Referencial:,337700,Total Adjudicado:,161110,Total Recepcionado:,161110
20-1734-00-1049048-0-E,3637,Total Adjudicado:,60000,Total Recepcionado:,60000,,
20-0422-00-1087982-1-1,3638,Total Referencial:,39900,Total Recepcionado:,32804,,
21-0207-04-1107771-2-1,3639,Total Referencial:,1175,Total Recepcionado:,1175,,
20-1326-00-1053568-2-1,3640,Total Referencial:,282856.2,Total Adjudicado:,281691.09,Total Recepcionado:,281691.09
20-0908-00-1047018-0-E,3641,Total Adjudicado:,20000,Total Recepcionado:,20000,,
20-1302-00-1044902-0-E,3642,Total Adjudicado:,21000,Total Recepcionado:,21000,,
20-1201-00-1052434-0-E,3643,Total Adjudicado:,49995,,,,
20-1266-00-1098283-1-1,3644,Total Referencial:,21000,Total Recepcionado:,21000,,
20-1501-00-1043316-0-E,3645,Total Adjudicado:,499980,Total Recepcionado:,499980,,
20-0417-02-1093508-1-1,3646,Total Referencial:,32000,Total Recepcionado:,32000,,
20-1302-00-1098148-1-1,3647,Total Referencial:,38609.5,Total Recepcionado:,38609.5,,
20-0046-00-1041304-0-E,3648,Total Adjudicado:,9389926.84,,,,
20-1315-00-1040605-0-E,3649,Total Adjudicado:,115900,Total Recepcionado:,115900,,
20-1604-00-1040087-0-E,3650,Total Adjudicado:,698349,Total Recepcionado:,698349,,
21-0423-00-1146751-1-1,3651,Total Referencial:,45215,Total Recepcionado:,45215,,
20-1312-00-1049780-0-E,3652,Total Adjudicado:,48590,Total Recepcionado:,48590,,
21-1412-00-1182489-2-1,3653,Total Referencial:,139500,Total Adjudicado:,139500,,
20-0417-01-1075923-1-1,3654,Total Referencial:,118400,Total Recepcionado:,96000,,
20-0020-10-1041314-0-E,3655,Total Adjudicado:,83980,Total Recepcionado:,83980,,
20-1257-00-1099576-1-1,3656,Total Referencial:,150000,Total Recepcionado:,149719.5,,
21-1314-00-1150679-1-1,3657,Total Referencial:,48838,Total Recepcionado:,48801,,
20-0901-02-1096097-1-1,3658,Total Referencial:,270429,Total Recepcionado:,210588,,
20-1301-00-1044844-0-E,3659,Total Adjudicado:,54000,,,,
21-0417-06-1122954-1-3,3660,Total Referencial:,297480,Total Adjudicado:,99900,Total Recepcionado:,99900
20-1327-00-1079503-1-2,3661,Total Referencial:,236020,Total Adjudicado:,158290,Total Recepcionado:,158290
20-1501-00-1043710-0-E,3662,Total Adjudicado:,455000,Total Recepcionado:,455000,,
20-1302-00-1101168-1-1,3663,Total Referencial:,97200,Total Recepcionado:,97200,,
20-1801-00-1082217-1-1,3664,Total Referencial:,60100,Total Recepcionado:,60100,,
21-0513-00-1142415-1-1,3665,Total Referencial:,219650,Total Adjudicado:,60750,Total Recepcionado:,60750
20-1260-00-1040120-0-E,3666,Total Adjudicado:,28400,Total Recepcionado:,28400,,
20-1206-00-1090735-2-1,3667,Total Referencial:,30000,Total Recepcionado:,30000,,
20-3701-00-1084738-1-1,3668,Total Referencial:,49956.25,Total Recepcionado:,47156.25,,
20-1124-00-1098853-1-1,3669,Total Referencial:,300000,Total Recepcionado:,300000,,
21-1120-00-1172924-1-1,3670,Total Referencial:,39952,Total Recepcionado:,34689,,
21-1201-00-1144817-1-1,3671,Total Referencial:,194670,Total Adjudicado:,191475,Total Recepcionado:,171261.5
21-4601-00-1117610-1-1,3672,Total Referencial:,25101.5,Total Recepcionado:,25101.5,,
20-1120-00-1042329-0-E,3673,Total Adjudicado:,249864,Total Recepcionado:,249864,,
20-0902-07-1063870-1-1,3674,Total Referencial:,149250,Total Adjudicado:,149050,Total Recepcionado:,149050
20-0902-07-1063870-1-1,3674,Total Referencial:,16450,Total Adjudicado:,12720,Total Recepcionado:,
20-1306-00-1050365-0-E,3675,Total Adjudicado:,24655,Total Recepcionado:,24655,,
20-1201-00-1071042-1-1,3676,Total Referencial:,159072,Total Adjudicado:,146548,Total Recepcionado:,146548
20-1281-00-1081064-3-1,3678,Total Referencial:,52994.4,Total Adjudicado:,46813.24,Total Recepcionado:,46813.24
20-1601-00-1101367-1-1,3679,Total Referencial:,40000,Total Recepcionado:,28000,,
20-1316-00-1096743-1-1,3680,Total Referencial:,49694,Total Recepcionado:,43688,,
20-0313-00-1042888-0-E,3681,Total Adjudicado:,49990,Total Recepcionado:,49990,,
21-1317-00-1142973-1-3,3682,Total Referencial:,70250,Total Adjudicado:,17000,Total Recepcionado:,17000
20-1328-00-1067654-1-1,3683,Total Referencial:,354379.41000000003,Total Adjudicado:,322742.63999999996,Total Recepcionado:,322742.63999999996
21-0138-00-1151644-1-1,3684,Total Referencial:,84000,Total Adjudicado:,76000,Total Recepcionado:,76000
20-1257-00-1060099-2-1,3685,Total Referencial:,149512,Total Adjudicado:,149072,Total Recepcionado:,149072
20-1306-00-1084548-1-1,3686,Total Referencial:,50000,Total Recepcionado:,42500,,
21-0046-28-1158951-1-1,3687,Total Referencial:,996840.47,Total Adjudicado:,649066.55,Total Recepcionado:,649066.55
20-0902-43-1039600-0-E,3688,Total Adjudicado:,29864,Total Recepcionado:,29864,,
20-1803-00-1041100-0-E,3689,Total Adjudicado:,410000,Total Recepcionado:,410000,,
20-0902-01-1045065-0-E,3690,Total Adjudicado:,27398,Total Recepcionado:,27398,,
20-1734-00-1094163-2-1,3691,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-1432-00-1094148-1-1,3692,Total Referencial:,38000,Total Recepcionado:,38000,,
21-0046-28-1113583-1-1,3693,Total Referencial:,994150,Total Adjudicado:,549850,Total Recepcionado:,549850
21-0909-01-1121447-1-1,3694,Total Referencial:,27970,Total Recepcionado:,25362.5,,
20-1301-00-1083048-1-1,3695,Total Referencial:,41940,Total Recepcionado:,33000,,
20-1911-00-1061162-1-1,3696,Total Referencial:,76000,Total Adjudicado:,76000,Total Recepcionado:,76000
20-0906-00-1087352-1-1,3697,Total Referencial:,33840,Total Recepcionado:,33840,,
20-0906-00-1087352-1-1,3697,Total Referencial:,50100,Total Recepcionado:,50100,,
20-0906-00-1087352-1-1,3697,Total Referencial:,163200,Total Recepcionado:,163200,,
20-0906-00-1087352-1-1,3697,Total Referencial:,,,,,
20-1712-00-1086468-2-1,3698,Total Referencial:,750000,Total Adjudicado:,748250,Total Recepcionado:,748250
21-0147-00-1129551-1-1,3699,Total Referencial:,410491.89,Total Adjudicado:,229880,Total Recepcionado:,229880
20-0417-07-1092748-1-1,3700,Total Referencial:,370000,Total Recepcionado:,370000,,
20-1225-00-1098598-1-1,3701,Total Referencial:,25000,Total Recepcionado:,25000,,
21-0905-00-1183110-1-1,3702,Total Referencial:,45500,Total Recepcionado:,45500,,
21-1539-00-1147922-1-2,3703,Total Referencial:,617367.21,Total Adjudicado:,604988.21,Total Recepcionado:,604988.21
20-1803-00-1041204-0-E,3704,Total Adjudicado:,75000,Total Recepcionado:,75000,,
20-1801-00-1047025-0-E,3705,Total Adjudicado:,31200,Total Recepcionado:,31200,,
20-1801-00-1047035-0-E,3706,Total Adjudicado:,91800,Total Recepcionado:,42609,,
20-1301-00-1095226-1-1,3707,Total Referencial:,22503.6,Total Recepcionado:,15109.56,,
20-0906-00-1048282-0-E,3708,Total Adjudicado:,425000,Total Recepcionado:,425000,,
20-0902-44-1048618-1-1,3709,Total Referencial:,196000,Total Adjudicado:,196000,,
20-3701-00-1080155-1-1,3710,Total Referencial:,113240,Total Adjudicado:,113240,Total Recepcionado:,113240
20-0417-00-1040156-0-E,3711,Total Adjudicado:,364650,Total Recepcionado:,364650,,
20-0901-00-1067883-1-1,3712,Total Referencial:,173310,Total Adjudicado:,171675,Total Recepcionado:,171675
20-1604-00-1039078-0-E,3713,Total Adjudicado:,199878,,,,
21-0901-00-1163816-2-2,3714,Total Referencial:,155436,Total Adjudicado:,144026,Total Recepcionado:,144026
20-1605-00-1082077-1-1,3715,Total Referencial:,213789.4,Total Recepcionado:,197985.6,,
20-1605-00-1082077-1-1,3715,Total Referencial:,209739.34999999998,Total Recepcionado:,196725,,
20-1605-00-1082077-1-1,3715,Total Referencial:,179437.74000000002,Total Recepcionado:,169685.5,,
20-1605-00-1082077-1-1,3715,Total Referencial:,71965,Total Recepcionado:,68858.2,,
20-1605-00-1082077-1-1,3715,Total Referencial:,181891.4,Total Recepcionado:,169797.2,,
20-1605-00-1082077-1-1,3715,Total Referencial:,95927.5,Total Recepcionado:,92233.6,,
20-0908-00-1047662-0-E,3716,Total Adjudicado:,109000,,,,
20-0148-00-1101272-1-1,3717,Total Referencial:,130000,Total Recepcionado:,114000,,
20-0908-00-1047672-0-E,3718,Total Adjudicado:,44000,Total Recepcionado:,44000,,
21-0417-06-1156597-1-1,3719,Total Referencial:,80000,Total Adjudicado:,43200,Total Recepcionado:,43200
21-0046-28-1111232-1-1,3720,Total Referencial:,48750,Total Recepcionado:,40000,,
20-0417-02-1092634-1-1,3721,Total Referencial:,32000,Total Recepcionado:,28000,,
21-0417-01-1120120-1-1,3722,Total Referencial:,48000,Total Recepcionado:,36000,,
20-0902-43-1048889-0-E,3723,Total Adjudicado:,22995,Total Recepcionado:,22995,,
21-1601-00-1119290-1-1,3724,Total Referencial:,44197,Total Recepcionado:,33156.14,,
21-0903-00-1183618-1-1,3725,Total Referencial:,49000,Total Recepcionado:,18200,,
20-0906-00-1044247-0-E,3726,Total Adjudicado:,49400,Total Recepcionado:,49400,,
20-1201-00-1089130-1-1,3727,Total Referencial:,49952,Total Recepcionado:,35680,,
20-1601-00-1041478-0-E,3728,Total Adjudicado:,49010,Total Recepcionado:,49010,,
20-0418-03-1042522-0-E,3729,Total Adjudicado:,24085.6,Total Recepcionado:,24085.6,,
20-1202-00-1101710-1-1,3730,Total Referencial:,86822.45999999999,Total Recepcionado:,86822.45999999999,,
20-0901-00-1066764-2-2,3731,Total Referencial:,321100,Total Adjudicado:,234432,Total Recepcionado:,234432
20-0903-00-1072657-1-1,3732,Total Referencial:,873500,Total Adjudicado:,873500,Total Recepcionado:,873500
20-1734-00-1094168-1-1,3733,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-1801-00-1046818-0-E,3734,Total Adjudicado:,49920,Total Recepcionado:,49920,,
21-0423-00-1169264-1-1,3735,Total Referencial:,994815.41,Total Adjudicado:,573517.3500000001,Total Recepcionado:,573517.3500000001
20-1301-00-1044693-0-E,3736,Total Adjudicado:,214000,,,,
20-1314-00-1043961-0-E,3737,Total Adjudicado:,24000,Total Recepcionado:,24000,,
20-0906-00-1046824-0-E,3738,Total Adjudicado:,850000,Total Recepcionado:,850000,,
20-1124-00-1051766-0-E,3739,Total Adjudicado:,169500,Total Recepcionado:,169500,,
21-0901-02-1172005-1-2,3740,Total Referencial:,280000,Total Recepcionado:,280000,,
20-0909-00-1049930-0-E,3741,Total Adjudicado:,400000,Total Recepcionado:,400000,,
20-1312-00-1043028-0-E,3742,Total Adjudicado:,46885,Total Recepcionado:,46885,,
20-0418-36-1043503-0-E,3743,Total Adjudicado:,51205,Total Recepcionado:,51205,,
20-0417-09-1082492-1-1,3744,Total Referencial:,99998,Total Adjudicado:,99998,Total Recepcionado:,99998
20-1301-00-1044827-0-E,3745,Total Adjudicado:,80500,,,,
20-1201-00-1085433-1-1,3746,Total Referencial:,34000,Total Recepcionado:,30000,,
20-1425-00-1096624-1-1,3747,Total Referencial:,89310,Total Recepcionado:,88937,,
21-0903-00-1141553-1-1,3748,Total Referencial:,27390,Total Recepcionado:,27390,,
21-0903-00-1142741-1-1,3749,Total Referencial:,36000,Total Recepcionado:,30200,,
20-1601-00-1101359-1-1,3750,Total Referencial:,40000,Total Recepcionado:,28000,,
21-0046-20-1140285-1-1,3751,Total Referencial:,912206,Total Adjudicado:,500765,Total Recepcionado:,500765
20-1905-00-1052288-0-E,3752,Total Adjudicado:,394500,,,,
20-1324-00-1091598-1-1,3753,Total Referencial:,44850,Total Recepcionado:,34500,,
20-1432-00-1089592-1-1,3754,Total Referencial:,49214,Total Recepcionado:,49214,,
20-0909-00-1038624-0-E,3755,Total Adjudicado:,50000,Total Recepcionado:,50000,,
20-1720-00-1043858-0-E,3756,Total Adjudicado:,107800,Total Recepcionado:,107800,,
20-1910-00-1080022-1-1,3757,Total Referencial:,199173,Total Adjudicado:,198800,Total Recepcionado:,198800
20-0046-20-1056170-1-1,3758,Total Referencial:,725096,Total Adjudicado:,485972,Total Recepcionado:,485972
20-0901-02-1096298-1-1,3759,Total Referencial:,43200,Total Recepcionado:,21060,,
21-0422-00-1132438-1-1,3760,Total Referencial:,49200,Total Recepcionado:,20952,,
20-1810-00-1049137-0-E,3761,Total Adjudicado:,49960,,,,
20-1257-00-1100919-1-1,3762,Total Referencial:,372149.3,Total Recepcionado:,285339.3,,
20-1810-00-1096139-1-1,3763,Total Referencial:,74516.7,Total Recepcionado:,59872.9,,
21-0903-00-1157893-1-1,3764,Total Referencial:,29500,Total Recepcionado:,29500,,
21-1322-00-1188996-1-1,3765,Total Referencial:,122400,Total Adjudicado:,122400,,
20-0417-07-1081413-1-1,3766,Total Referencial:,34000,Total Recepcionado:,34000,,
21-1305-00-1139580-1-1,3767,Total Referencial:,,,,,
20-1268-00-1041102-0-E,3768,Total Adjudicado:,98280,,,,
20-1417-00-1101799-1-1,3769,Total Referencial:,46699,Total Recepcionado:,46699,,
20-1312-00-1088644-1-1,3770,Total Referencial:,806561.25,Total Recepcionado:,806561.25,,
20-1402-00-1051555-0-E,3771,Total Adjudicado:,124200,Total Recepcionado:,124200,,
21-0423-00-1107918-1-1,3772,Total Referencial:,49999.8,Total Recepcionado:,49999.8,,
20-1314-00-1093367-1-1,3773,Total Referencial:,34200,Total Recepcionado:,34200,,
20-1514-00-1068958-1-2,3774,Total Referencial:,372709,Total Adjudicado:,319759,Total Recepcionado:,319759
21-1305-00-1150690-1-1,3775,Total Referencial:,,,,,
20-0905-00-1043616-0-E,3776,Total Adjudicado:,65000,,,,
20-0903-00-1039241-0-E,3777,Total Adjudicado:,100200,Total Recepcionado:,100200,,
20-0902-01-1046848-1-1,3778,Total Referencial:,199979.5,Total Adjudicado:,166600,Total Recepcionado:,166600
20-0903-00-1039251-0-E,3779,Total Adjudicado:,372510,Total Recepcionado:,372510,,
20-1731-00-1098791-1-1,3780,Total Referencial:,38000,Total Recepcionado:,38000,,
20-0906-29-1080041-1-1,3781,Total Referencial:,49880,Total Recepcionado:,47176,,
20-1301-00-1044658-0-E,3782,Total Adjudicado:,48000,,,,
20-0418-07-1041915-0-E,3783,Total Adjudicado:,260000,Total Recepcionado:,260000,,
21-0901-02-1169689-1-1,3784,Total Referencial:,179200,Total Recepcionado:,179200,,
20-0047-34-1087576-1-1,3785,Total Referencial:,36720,Total Recepcionado:,36720,,
20-1208-00-1044037-0-E,3786,Total Adjudicado:,49890,Total Recepcionado:,49890,,
21-0417-06-1123757-1-1,3787,Total Referencial:,34000,Total Recepcionado:,26400,,
20-1214-00-1042980-0-E,3788,Total Adjudicado:,48000,Total Recepcionado:,48000,,
20-1205-00-1100061-1-1,3789,Total Referencial:,808000,Total Recepcionado:,760000,,
21-1519-00-1180930-1-1,3790,Total Referencial:,74879.95,Total Adjudicado:,65295.9,Total Recepcionado:,65295.9
21-1519-00-1128574-1-1,3791,Total Referencial:,24562,Total Recepcionado:,23289.4,,
20-0906-00-1097413-1-1,3792,Total Referencial:,36000,Total Recepcionado:,36000,,
20-0906-00-1097413-1-1,3792,Total Referencial:,87000,Total Recepcionado:,87000,,
20-0906-00-1097413-1-1,3792,Total Referencial:,442200,Total Recepcionado:,435300,,
20-0906-00-1097413-1-1,3792,Total Referencial:,81000,Total Recepcionado:,81000,,
21-0025-00-1140580-1-1,3793,Total Referencial:,40000,Total Recepcionado:,39999,,
20-0417-00-1042958-0-E,3794,Total Adjudicado:,255007.5,Total Recepcionado:,255007.5,,
21-0046-21-1130708-1-1,3795,Total Referencial:,29440,Total Recepcionado:,18400,,
20-1218-00-1092725-1-1,3796,Total Referencial:,37878,Total Recepcionado:,37878,,
20-1604-00-1085154-1-1,3797,Total Referencial:,300000,Total Recepcionado:,300000,,
22-1342-00-1191092-1-1,3798,Total Referencial:,72624,Total Adjudicado:,22662,,
21-1519-00-1111177-1-1,3799,Total Referencial:,49500,Total Recepcionado:,41200,,
20-0660-13-1039487-0-E,3800,Total Adjudicado:,45000,Total Recepcionado:,45000,,
20-1205-00-1099614-1-1,3801,Total Referencial:,700000,Total Recepcionado:,700000,,
20-0902-43-1050511-0-E,3802,Total Adjudicado:,28900,Total Recepcionado:,28900,,
20-1606-00-1048775-0-E,3803,Total Adjudicado:,27025.88,Total Recepcionado:,27025.88,,
21-0422-00-1137760-1-1,3804,Total Referencial:,49950,Total Recepcionado:,34410,,
20-0411-00-1081878-1-1,3805,Total Referencial:,84500,Total Recepcionado:,70850,,
21-1519-00-1110228-1-1,3806,Total Referencial:,45500,Total Recepcionado:,37300,,
20-0901-02-1096942-1-1,3807,Total Referencial:,107995.5,Total Recepcionado:,87550,,
20-1604-00-1046799-0-E,3808,Total Adjudicado:,494450,Total Recepcionado:,494450,,
21-0906-03-1121460-1-1,3809,Total Referencial:,39540,Total Recepcionado:,39306,,
20-1206-00-1090669-1-1,3810,Total Referencial:,37660,Total Recepcionado:,37660,,
21-1731-00-1154800-1-1,3811,Total Referencial:,24360,Total Recepcionado:,24360,,
20-1810-00-1046866-0-E,3812,Total Adjudicado:,20865,,,,
21-1301-00-1137489-1-1,3813,Total Referencial:,49986,Total Recepcionado:,30547,,
20-1263-00-1080812-1-1,3814,Total Referencial:,250000,Total Adjudicado:,249900,Total Recepcionado:,249900
20-0046-31-1049782-0-E,3815,Total Adjudicado:,75000,Total Recepcionado:,75000,,
20-1515-00-1086688-1-1,3816,Total Referencial:,365400,Total Recepcionado:,365400,,
20-1601-00-1051448-0-E,3817,Total Adjudicado:,49900,,,,
20-1255-00-1048042-0-E,3818,Total Adjudicado:,34105,Total Recepcionado:,34105,,
20-0901-02-1093644-1-1,3819,Total Referencial:,193200,Total Recepcionado:,190400,,
20-1316-00-1066159-1-1,3820,Total Referencial:,200000,Total Adjudicado:,198985.15,Total Recepcionado:,198985.15
21-0513-00-1161214-1-1,3821,Total Referencial:,158000,Total Adjudicado:,120080,Total Recepcionado:,120080
20-1801-00-1041919-0-E,3822,Total Adjudicado:,49995,Total Recepcionado:,49995,,
21-0138-00-1161976-1-1,3823,Total Referencial:,481208.83999999997,Total Adjudicado:,441498.83,Total Recepcionado:,441498.83
20-0417-07-1090913-1-1,3824,Total Referencial:,32000,Total Recepcionado:,32000,,
20-1334-00-1074269-2-1,3825,Total Referencial:,214040,Total Adjudicado:,77271,Total Recepcionado:,77271
20-0417-00-1042889-0-E,3827,Total Adjudicado:,501850,Total Recepcionado:,501850,,
20-0903-00-1041409-0-E,3828,Total Adjudicado:,68700,Total Recepcionado:,68700,,
20-0905-01-1049560-0-E,3829,Total Adjudicado:,17659,Total Recepcionado:,17659,,
20-4601-03-1095460-1-1,3830,Total Referencial:,20294,Total Recepcionado:,20294,,
20-4601-03-1095460-1-1,3830,Total Referencial:,10000,Total Recepcionado:,10000,,
20-1305-00-1049657-0-E,3831,Total Adjudicado:,47700,Total Recepcionado:,47700,,
21-0030-00-1122113-1-2,3832,Total Referencial:,39980,Total Recepcionado:,23878,,
22-1310-00-1192203-1-1,3833,Total Referencial:,57324,Total Adjudicado:,57324,,
20-0908-00-1047515-0-E,3834,Total Adjudicado:,48000,Total Recepcionado:,48000,,
21-0681-00-1151727-1-1,3835,Total Referencial:,,,,,
21-0417-06-1123768-1-1,3836,Total Referencial:,23064,Total Recepcionado:,23064,,
20-1601-00-1097294-1-1,3837,Total Referencial:,49500,Total Recepcionado:,24750,,
20-1218-00-1095095-1-1,3838,Total Referencial:,29370,Total Recepcionado:,29370,,
20-0417-06-1077567-1-1,3839,Total Referencial:,46000,Total Recepcionado:,45900,,
20-1240-00-1069730-1-1,3840,Total Referencial:,150000,Total Adjudicado:,148663,Total Recepcionado:,148663
20-1610-00-1051910-0-E,3841,Total Adjudicado:,288000,Total Recepcionado:,288000,,
21-0138-00-1154921-1-1,3842,Total Referencial:,23011,Total Recepcionado:,22994.4,,
20-1712-00-1101635-1-1,3843,Total Referencial:,119515,Total Recepcionado:,109310,,
20-1604-00-1090902-1-1,3844,Total Referencial:,1800,Total Recepcionado:,1800,,
20-1604-00-1090902-1-1,3844,Total Referencial:,34400,Total Recepcionado:,34400,,
20-1604-00-1090902-1-1,3844,Total Referencial:,34000,Total Recepcionado:,34000,,
20-1128-00-1076554-2-1,3845,Total Referencial:,408000,Total Adjudicado:,407856,Total Recepcionado:,407856
20-1734-00-1094135-1-1,3846,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-1605-00-1049476-0-E,3847,Total Adjudicado:,398000,Total Recepcionado:,398000,,
20-0903-00-1079919-1-1,3848,Total Referencial:,37584,Total Recepcionado:,36500,,
20-1501-00-1086718-2-1,3849,Total Referencial:,7374208.5,Total Recepcionado:,7360564.59,,
20-0903-00-1041020-0-E,3850,Total Adjudicado:,50660,Total Recepcionado:,50660,,
20-1432-00-1099463-1-1,3851,Total Referencial:,39990,Total Recepcionado:,39990,,
20-0148-00-1101263-1-1,3852,Total Referencial:,372100,Total Recepcionado:,314518,,
21-0670-00-1107917-1-1,3853,Total Referencial:,24600,Total Recepcionado:,24600,,
21-0046-21-1109561-1-1,3854,Total Referencial:,49000,Total Recepcionado:,21000,,
20-1734-00-1046579-0-E,3855,Total Adjudicado:,44670,Total Recepcionado:,44670,,
20-1431-00-1085909-1-1,3856,Total Referencial:,478495,Total Recepcionado:,355124,,
20-1201-00-1087366-1-1,3857,Total Referencial:,45600,Total Recepcionado:,45600,,
20-0902-07-1050507-0-E,3858,Total Adjudicado:,48000,Total Recepcionado:,48000,,
20-1201-00-1079776-1-1,3859,Total Referencial:,49993,Total Recepcionado:,49993,,
20-0417-06-1077195-1-1,3860,Total Referencial:,68000,Total Adjudicado:,56000,Total Recepcionado:,56000
21-1540-00-1179448-1-1,3861,Total Referencial:,650000,Total Adjudicado:,647133,Total Recepcionado:,647133
20-0909-00-1051150-0-E,3862,Total Adjudicado:,81200,Total Recepcionado:,81200,,
21-0283-04-1109025-1-1,3863,Total Referencial:,49950,Total Recepcionado:,35078,,
