tema,cuce,entidad,tipo_contratacion,modalidad,objeto,estado.x,subasta,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_proceso,persona_contacto,garantia,costo_pliego,arpc,reunion_aclaracion,fecha_adjudicacion_desierta,departamento,normativa,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado.y,cronograma
alcohol,21-1519-00-1141625-1-1,Gobierno Autonomo Municipal De Tupiza,Bienes,CM,Adquisición De Alcohol En Gel Para Las Unidades Educativas Del Municipio De Tupiza Área Rural Y Urbana,Contratado,No,2021-06-07,2021-06-01,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1519-00-1141625-1-1,Maximo Roman Ramos (Telf: 26943926 / 26942304),NA,NA,-,NA,NA,Potosi,NB-SABS (D.S.0181),1,5313162,34200,Desinfectante de manos - ALCOHOL EN GEL  DE 5 LITROS,BOTES,384,130,NA,NA,NA,NA,384,128,NA,Contratado,Cronograma 0
barbijo,21-0340-00-1141718-1-1,Servicio General De Identificacion Personal,Bienes,CM,Adquisicion De Barbijos Kn95 - Direccion Departamental De Cochabamba,Contratado,No,2021-06-07,2021-06-01,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0340-00-1141718-1-1,Fabiola Ayaviri Mamani (Telf: 2117405 - 2141370),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,4213160,33300,Cobertores de barba para personal médico - BARBIJO KN95,UNIDAD,NA,7,NA,NA,NA,NA,NA,2.4,NA,Contratado,Cronograma 0
coronavirus,21-0423-00-1141757-1-1,Caja De Salud De Caminos Y Ramas Anexas,Bienes,CM,Compra De Medicamentos Propofol Para Terapia Intensiva Coronavirus - Regional La Paz,Contratado,No,2021-06-04,2021-06-01,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0423-00-1141757-1-1,Denis Arturo Apaza Chuquimia (Telf: 2916539),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,5127290,34200,Propofol - PROPOFOL 10 MG/ML,INYECTA BLE,NA,40,NA,NA,NA,NA,NA,39,NA,Contratado,Cronograma 0
covid,21-0432-00-1141633-1-1,Seguro Social Universitario De Tarija,Bienes,CM,Medicamentos Para Tratamiento A Pacientes Covid-19,Contratado,No,2021-06-04,2021-06-01,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Resolucion/Documento de Declaratoria Desierta 4.Contrato/Orden de Compra/Orden de Servicio 5.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0432-00-1141633-1-1,Juan Victor Gutierrez Garcia (Telf: 6644913),NA,NA,-,NA,NA,Tarija,NB-SABS (D.S.0181),1,5127290,34200,"Propofol - Propofol, inyectable de 10mg/ml, en envase primario de vidrio conteniendo 20ml de producto, vcto no inferior a 2 años",inyectable,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,21-0903-00-1141553-1-1,Gobierno Autónomo Departamental De Cochabamba,Servicios Generales,CM,Contratacion De 2 (Dos) Auxiliares De Enfermeria Para El Departamento De Enfermeria De La Institucion Para La Contingencia De La Tercera Ola Del Covid-19 Con Vigencia A Partir De La Suscripcion Del Contrato Por El Tiempo De 3 (Tres) Meses Gestion 2021,Contratado,No,2021-06-04,2021-06-01,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0903-00-1141553-1-1,Maria Amparo Villegas Herbas (Telf: 4519121-4255253),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,8011160,26900,Necesidades de dotación de personal técnico temporal - Contratacion De 2 (dos) Auxiliares De Enfermeria Para El Departamento De Enfermeria De La Institucion Para La Contingencia De La Tercera Ola del Covid-19,GLOBAL,2,NA,NA,NA,NA,NA,2,NA,NA,Contratado,Cronograma 0
covid,21-1307-00-1141698-1-1,Gobierno Autonomo Municipal De Aiquile,Consultoria,ANPE,Contratacion Consultores Individuales De Linea Para Apoyo En Prevencion Control Y Atencion Del Covid19 Hcl,Contratado,No,2021-06-08,2021-06-01,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Doc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio 7.Sustento Técnico 8.Sustento Legal 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 600 5.FORM 250 6.FORM 250 7.FORM 250 8.FORM 250 9.FORM 250 10.Ver mas...,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1307-00-1141698-1-1,Sonia Cardozo Rodriguez (Telf: 4343303-4343100),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,8011160,25220,Necesidades de dotación de personal medico  temporal - LIC. EN ENFERMERIA XII HCL,MES,NA,NA,NA,EUGENIA VERDUGUEZ MONTA?,NA,NA,NA,NA,NA,Contratado,Cronograma 0
oxigeno,21-0417-09-1141742-1-1,Caja Nacional De Salud - Regional La Paz,Bienes,ANPE,2000 Pza. Mascarilla De Oxigeno Para Adulto,Contratado,Si,2021-06-08,2021-06-01,1.Convocatoria 2.Documento Base de Contratacion 3.Acta de Apertura 4.Informe de la Comision/Responsable de Evaluacion 5.Res. de Adjudicacion (nota) 6.Contrato/Orden de Compra/Orden de Servicio 7.Autorizacion de Excepcion 8.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 900 5.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-09-1141742-1-1,Jose Luis Peralta Rocha (Telf: 2-901777),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,4618170,34200,Kit de protección facial - MASCARILLA DE OXIGENO PARA ADULTO,pieza,NA,NA,NA,MAYTA PATZI ELOY ROMAN,NA,NA,NA,NA,NA,Contratado,Cronograma 0
plasma,21-0902-39-1140596-1-1,Hospital De La Mujer,Bienes,ANPE,Adquisición Sustitutos Del Plasma (Farmacia),Contratado,Si,2021-06-08,2021-06-01,1.Documento Base de Contratacion 2.Convocatoria 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0902-39-1140596-1-1,Wilfredo Miranda Llanos (Telf: 2221250),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,5119160,34200,Solución ringer lactato - Solución Ringer Lactato,Sol. par. de g. vol.,NA,NA,NA,DROGUERIA INTI S.A.,NA,NA,NA,NA,NA,Contratado,Cronograma 0
oxigeno,21-0906-03-1141604-1-1,Servicio Departamental De Salud Tarija - Sedes,Bienes,CM,Adquisicion De Cilindros De Oxigenos Medicinal Para El Hospital Regional San Juan De Dios,Contratado,No,2021-06-07,2021-06-02,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0906-03-1141604-1-1,Sergio Vicente Becerra Altamirano (Telf: 4-6643257),NA,NA,-,NA,NA,Tarija,NB-SABS (D.S.0181),1,2313150,43700,Cilindros o brilladoras - CILINDROS DE OXIGENOS MEDICINAL  DE 8M3 / CGA540,PIEZAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
antigeno,21-1601-00-1135677-2-1,Gobierno Autonomo Municipal De Tarija,Bienes,ANPP,Adquisicion De Pruebas Rapidas Hisopado Antigeno Nasal Para Puestos Fijos De Rastrillaje Por Covid-19,Contratado,Si,2021-06-16,2021-06-04,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1601-00-1135677-2-1,Shirley Margarzo Romero (Telf: 6643211 - 6643216),NA,NA,-,NA,NA,Tarija,NB-SABS (D.S.0181),1,5120160,34200,Antígeno de ántrax - PRUEBAS RAPIDAS HISOPADO ANTIGENO NASAL - SARS COV2,UNID.,NA,65,NA,LESO ANALITICO S.R.L.,50,NA,NA,50,NA,Contratado,Cronograma 0
todos_temas,21-0902-39-1140597-1-1,Hospital De La Mujer,Bienes,ANPE,"Adquisicion Antisepticos Y Desinf. Antiinfecc Y Antisepticos, Otros Ginecologicos, Hormonas Sexuales, Corticosteroides Siste, Emoliantes, Antibioticossistemicos, Antimicoticos, Quimiterap. Sist., Vacunas, Antiprotozoarios, Antiinflamt Antirreumaticos, Miorelajantes, Anestesicos, Analgesicos, Psicotropicos, Anticonvulsivantes, Otros, Otro Productos Farmaceut, Otros Sistema Respiratorio, Broncodilatadores (Farmacia)",Contratado,Si,2021-06-10,2021-06-04,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Contrato/Orden de Compra/Orden de Servicio 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0902-39-1140597-1-1,Wilfredo Miranda Llanos (Telf: 2221250),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,5120180,34200,Inmunoglobulinas Rho D - Inmunoglobulina Anti D (RH+),Inyectable,5,850,NA,MEGALABS BOLIVIA S.R.L.,830.25,NA,5,830.25,NA,Contratado,Cronograma 0
todos_temas,21-0513-00-1142098-1-1,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Bienes,CM,Adquisición De Vacunas Para El Personal Del Dcor,Contratado,No,2021-06-09,2021-06-04,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0513-00-1142098-1-1,Fernando Alonso Hurtado Aguilar (Telf: 2358802),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,5120162,34200,Vacuna contra la fiebre amarilla - STAMARIL,"Frasco x 0,5 ml",21,321.31,NA,NA,NA,NA,21,321.31,NA,Contratado,Cronograma 0
coronavirus,21-1206-00-1139868-2-1,Gobierno Autonomo Municipal De Viacha,Bienes,CM,"Prevencion Control Y Atencion Del Coronavirus, Seccional (Adquisicion De Mochilas Fumigadoras Manuales Y Pediluvios Para Unidades Educativas Del Municipio De Viacha)",Contratado,No,2021-06-10,2021-06-07,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1206-00-1139868-2-1,Jose Luis Espinoza Yujra (Telf: 2800006),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,4713170,34500,"Dispensadores institucionales de jabón o loción - 1. PULVERIZADOR DORZAL SIMETRICO TIPO MOCHILA MARCA FARMATE PROCEDENCIA CHINA CAPACIDAD TOTAL DE 16 LITROS PRESION DESCARGA DE LIQUIDO (MAX) 600 ML/MIN (0,16 GAL/MIN)",PIEZA,112,220,NA,NA,NA,NA,112,190,NA,Contratado,Cronograma 0
sanitizador,21-1519-00-1142365-1-1,Gobierno Autonomo Municipal De Tupiza,Bienes,ANPE,Adquisición De Equipos Portátiles De Limpieza Y/O Sanitizadores Para Las Unidades Educativas Del Municipio De Tupiza,Contratado,Si,2021-06-14,2021-06-07,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1519-00-1142365-1-1,Maximo Roman Ramos (Telf: 26943926 / 26942304),NA,NA,-,09/06/2021 11:00,NA,Potosi,NB-SABS (D.S.0181),1,4618240,43700,Unidades de lavado de seguridad - EQUIPOS PORTÁTILES DE LIMPIEZA Y/O SANITIZADORES PARA LAS UNIDADES EDUCATIVAS DEL MUNICIPIO DE TUPIZA,PIEZAS,NA,NA,NA,ARMATA SILVAY RUBEN,NA,NA,NA,NA,NA,Contratado,Cronograma 0
barbijo,21-1406-00-1142662-1-1,Gobierno Autonomo Municipal De Huanuni (Villa Huanuni),Bienes,CM,Adquisicion De Barbijos Y Guantes Para Centros Y Puestos De Salud - Huanuni,Contratado,No,2021-06-11,2021-06-08,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Resolucion de Excepcion 4.Contrato/Orden de Compra/Orden de Servicio 5.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 900 3.FORM 220 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1406-00-1142662-1-1,Wlfredo Simeon Tola Canaviri (Telf: 5520585),NA,NA,-,NA,NA,Oruro,NB-SABS (D.S.0181),1,4213160,33300,Cobertores de barba para personal médico - BARBIJOS KN 95 sin filtro,unidad,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
barbijo,21-0203-00-1142642-1-1,Autoridad De Supervision Del Sistema Financiero,Bienes,ANPE,Adquisición De Barbijos,Contratado,Si,2021-06-15,2021-06-08,1.Convocatoria 2.Documento Base de Contratacion 3.Informe de la Comision/Responsable de Evaluacion 4.Res. de Adjudicacion (nota) 5.Acta de Apertura 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0203-00-1142642-1-1,Rolando Carlos Yujra Magnani (Telf:  2174444 - 2431919 ),NA,NA,NA,NA,NA,La Paz,NB-SABS (D.S.0181),1,4213160,34200,Cobertores de barba para personal médico - BARBIJOS DESCARTABLES,PIEZA,NA,5,NA,PUIG VARGAS ISRAEL CRISTOFER,2.15,NA,NA,2.15,NA,Contratado,Cronograma 0
covid,21-0513-00-1142498-1-1,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Bienes,ANPE,Adquisición De Pruebas Rápidas Covid-19 Para El Personal Drsb,Contratado,Si,2021-06-14,2021-06-08,1.Convocatoria 2.Documento Base de Contratacion 3.Especificaciones Tecnicas 4.Acta de Apertura 5.Res. de Adjudicacion (nota) 6.Informe de la Comision/Responsable de Evaluacion 7.Contrato/Orden de Compra/Orden de Servicio 8.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0513-00-1142498-1-1,Mabel Catacora Copa (Telf: 2358802),NA,NA,-,NA,NA,La Paz,NB-SABS (D.S.0181),1,4111620,34200,Kits de pruebas rápidas - PRUEBAS COVID-19 ANTIGENO NASAL,PIEZA,NA,NA,NA,INSUMOS DE VIDA S.R.L.,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,21-1335-00-1142412-1-1,Gobierno Autonomo Municipal De Puerto Villarroel,Bienes,CM,Compra De Medicamentos Y Reactivos Para Los Consultorios Covid-19 Del H.C.I. Correspondiente A La Gestión 2021,Contratado,No,2021-06-11,2021-06-08,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1335-00-1142412-1-1,Marilin Rodriguez Nuñez (Telf: 44136281),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4110530,34200,"Capilares o cartuchos - CARTUCHO 50T, PRESENTACION : KIT DE 50 PRUEBAS",KIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,21-0513-00-1142415-1-1,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Servicios Generales,ANPP,Servicio De Pruebas Especializadas Covid-19 Para El Personal Drsb,Contratado,No,2021-06-18,2021-06-08,1.Especificaciones Tecnicas 2.Convocatoria 3.Documento Base de Contratacion 4.Acta de Apertura 5.Res. de Adjudicacion (nota) 6.Informe de la Comision/Responsable de Evaluacion 7.Contrato/Orden de Compra/Orden de Servicio 8.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0513-00-1142415-1-1,Mabel Catacora Copa (Telf: 2358802),NA,NA,NA,NA,NA,La Paz,NB-SABS (D.S.0181),1,8511150,25120,Servicios de prevención o control de enfermedades virales - PRUEBA PCR/TR (TR-PCR),SERVICI O,NA,NA,NA,LABOGEN S.R.L.,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,21-0781-00-1142467-1-1,Servicio Municipal De Agua Potable Y Alcantarillado - Semapa,Bienes,ANPP,Adquisición De Equipos De Protección Personal Prevención Covid 19,Contratado,No,2021-06-18,2021-06-08,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Sustento Técnico 7.Contrato modificatorio/Orden de cambio/Otro que respalde modificación de fecha 8.Sustento Legal 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 250 5.FORM 250 6.FORM 250 7.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0781-00-1142467-1-1,George E. Zubieta Choque (Telf: 4292857 int.420),NA,NA,NA,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4618170,33300,Escudos faciales - PROTECTOR FACIAL PARA ADMINISTRATIVOS,PZA.,250,160,NA,PEÑA ORRUEL MOISES DANIEL,112,NA,250,112,NA,Contratado,Cronograma 0
oxigeno,21-0046-00-1142559-1-1,Ministerio De Salud Y Deportes,Bienes,ANPE,Compra De Oxigeno Gas 93% A 99% Heas,Contratado,No,2021-06-15,2021-06-08,1.Documento Base de Contratacion 2.Convocatoria 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Acta o informe de recepcion definitiva,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0046-00-1142559-1-1,Luz Narda Maceres Ochoa (Telf: 2484592),NA,NA,NA,NA,NA,La Paz,NB-SABS (D.S.0181),1,4227171,34200,Productos del sistema de administración de terapia de oxígeno - COMPRA DE OXIGENO GAS 93% A 99% HEAS,m3,NA,18,NA,PRAXAIR BOLIVIA S.R.L.,18,NA,NA,18,NA,Contratado,Cronograma 0
covid,21-0046-22-1142776-1-1,Seguro Social Universitario Sucre,Bienes,CM,Adquisicion De Reactivos Covid 19 Para Laboratorio Del Ssu (Junio 2021),Contratado,No,2021-06-14,2021-06-09,1.Oferta del Proveedor Identificado 2.Declaración Jurada del Proveedor 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0046-22-1142776-1-1,Daniel Simon Peralta Urquizu (Telf: 4 6453136),NA,NA,-,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,4118160,34200,Reactivo de complemento - COVID-19 Pba rápida Ag.Hisopado nasal - Antigeno Nasal,Pza,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,21-0903-00-1142741-1-1,Gobierno Autónomo Departamental De Cochabamba,Bienes,CM,Compra De Batas Y Gorros De Bioseguridad Para El Servicio De Covid - 19 Y Quirofano Del Hospital Materno Infantil German Urquidi,Contratado,No,2021-06-14,2021-06-09,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0903-00-1142741-1-1,Julio Cesar Quinteros Acha (Telf: 4519121-4255253),NA,NA,-,NA,NA,Cochabamba,NB-SABS (D.S.0181),1,4213150,33300,Batas de hospital - Batas de Bioseguridad  de tela taslan arrugado,Piezas,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
barbijo,21-0902-39-1141550-1-1,Hospital De La Mujer,Bienes,ANPE,"Adquisición Sondas, Aguja Raquídea, Bolsa Colect Orina, Jeringas, Bisturí, Apósitos, Gorros Descart., Barbijos, Vicril (Farmacia)",Contratado,Si,2021-06-16,2021-06-10,1.Convocatoria 2.Documento Base de Contratacion 3.Res. de Adjudicacion (nota) 4.Informe de la Comision/Responsable de Evaluacion 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Contrato/Orden de Compra/Orden de Servicio 8.Contrato/Orden de Compra/Orden de Servicio 9.Ver mas...,1.FORM 100 2.FORM 170 3.FORM 200 4.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0902-39-1141550-1-1,Wilfredo Miranda Llanos (Telf: 2221250),NA,NA,NA,NA,NA,La Paz,NB-SABS (D.S.0181),1,4227200,34200,Sondas o guías de intubación - Sonda Foley Na 16 ( C/2 vías 100% silicona),Sobre,NA,5,NA,RIVAS ORELLANA ALBERTINA,4.7,NA,NA,4.7,NA,Contratado,Cronograma 0
coronavirus,21-1103-00-1142987-1-1,Gobierno Autonomo Municipal De Poroma,Bienes,CM,Adquisicion De Insumos De Bioseguridad Para Los Establecimientos De Salud Prog. Prevención Control Y Atención Del Coronavirus,Contratado,No,2021-06-15,2021-06-10,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Oferta del Proveedor Identificado 4.Declaración Jurada del Proveedor 5.Contrato/Orden de Compra/Orden de Servicio 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva 8.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-1103-00-1142987-1-1,Karen Huguette Robles Sempertegui (Telf: 73405129  - 74429497 -72875536),NA,NA,NA,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,4213171,34200,Aislamiento quirúrgico o máscaras quirúrgicas - BARBIJO KN 95 CON FILTRO,PZA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contratado,Cronograma 0
covid,21-0432-00-1142806-1-1,Seguro Social Universitario De Tarija,Bienes,CM,Medicamentos Para Tratamiento De Pacientes Covid-19 Hospitalizados,Contratado,No,2021-06-15,2021-06-10,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Acta o informe de recepcion definitiva,1.FORM 110 2.FORM 220 3.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0432-00-1142806-1-1,Juan Victor Gutierrez Garcia (Telf: 6644913),NA,NA,NA,NA,NA,Tarija,NB-SABS (D.S.0181),1,4227190,34200,Tubos endotraqueales - TUBO ENDOTRAQUEAL PREFORMADO ORAL N° 7.5 C/BALON,SOBRE,24,8,192,NA,NA,NA,24,8,192,Contratado,Cronograma 0
covid,21-0417-06-1143231-1-1,Caja Nacional De Salud (Regional Chuquisaca),Bienes,CM,Computadora De Escritorio Centro Centinela Covid 19,Contratado,No,2021-06-15,2021-06-10,1.Declaración Jurada del Proveedor 2.Oferta del Proveedor Identificado 3.Contrato/Orden de Compra/Orden de Servicio 4.Doc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/Servicio,1.FORM 110 2.FORM 220 3.FORM 600,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-06-1143231-1-1,Marvelia Canaviri Martinez (Telf: 6461501),NA,NA,NA,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,4321150,43120,Computadores de escritorio - COMPUTADORA DE ESCRITORIO,EQUIPO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Resuelto,Cronograma 0
covid,21-0417-06-1143501-1-1,Caja Nacional De Salud (Regional Chuquisaca),Bienes,ANPE,Adquisicion De Certofix Duo V720 Solicitado Por El Centro Centinela Covid -19,Contratado,Si,2021-06-18,2021-06-11,1.Convocatoria 2.Documento Base de Contratacion 3.Resolucion/Documento de Anulacion 4.Res. de Adjudicacion (nota) 5.Informe de la Comision/Responsable de Evaluacion 6.Contrato/Orden de Compra/Orden de Servicio 7.Acta o informe de recepcion definitiva 8.Acta de Apertura,1.FORM 100 2.FORM 100-E 3.FORM 170 4.FORM 200 5.FORM 500,https://www.sicoes.gob.bo/portal/contrataciones/ficha/fichaProceso.php?cp=21-0417-06-1143501-1-1,Marvelia Canaviri Martinez (Telf: 6461501),NA,NA,NA,NA,NA,Chuquisaca,NB-SABS (D.S.0181),1,4227171,34200,Catéteres nasales o kits de cateterización para uso médico - CERTOFIX DUO V720,PIEZA,NA,NA,NA,DROGUERIA INTI S.A.,NA,NA,NA,NA,NA,Contratado,Cronograma 1
