cuce,#,CodigoUNSPSC,ObjetodeGasto,DescripciondelBienoServicio,UnidaddeMedida,Cantidad,PrecioReferencialUnitario,PrecioReferencialTotal,NombreoRazonSocialdelProponenteAdjudicado,PrecioUnitarioAdjudicado,TotalAdjudicado,CantidadRecepcionada,PrecioUnitarioReal,MontoRealejecutado,Estado,Cronograma,Nombreproponente,MontoAdjudicado,Nro.de,Montode,Fechade,Monto,Fechade.1,RUPE,TipodeDocumento,Formulario,Fecha
20-1201-00-1089687-1-1,3,2310000,39800,VALVULA DE ESCAPE PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"6,00","100,00","600,00",,,,"6,00","99,00","594,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089687-1-1,4,2310000,39800,ASIENTO DE VALVULA DE ESCAPE PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"6,00","100,00","600,00",,,,"6,00","99,00","594,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089687-1-1,5,2310000,39800,ASIENTO DE VALVULA DE ADMISION PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"6,00","85,00","510,00",,,,"6,00","84,00","504,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089687-1-1,6,2310000,39800,COJINETE DE BIELA STD PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"6,00","50,00","300,00",,,,"6,00","49,00","294,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089687-1-1,7,2310000,39800,COJINETE DE BANCADA STD PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"6,00","50,00","300,00",,,,"6,00","49,50","297,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089687-1-1,8,2310000,39800,EMPAQUETADURA COMPLETA P/CILINDRO PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"1,00","2.500,00","2.500,00",,,,"1,00","2.499,00","2.499,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089687-1-1,9,2310000,39800,AXIAL STD PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"2,00","200,00","400,00",,,,"2,00","199,00","398,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089687-1-1,10,2310000,39800,BOMBA DE ACEITE PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"1,00","2.200,00","2.200,00",,,,"1,00","2.199,00","2.199,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089687-1-1,11,2310000,39800,BUJE DE BIELA STD PARA MOTOR DE TRACTOR AGRICOLA BH:145,PIEZA,"6,00","500,00","3.000,00",,,,"6,00","499,00","2.994,00",Contratado,Cronograma 0,,,,,,,,,,,
20-4601-03-1089160-1-1,1,4811000,43700,AIRE ACONDICIONADO,EQUIPO,"1,00","12.800,00","12.800,00",,,,"1,00","12.800,00","12.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-4601-03-1089160-1-1,2,4811000,43700,SISTEMA DE DESINFECCION,EQUIPO,"2,00","8.960,00","17.920,00",,,,"2,00","8.960,00","17.920,00",Contratado,Cronograma 0,,,,,,,,,,,
20-4601-03-1089160-1-1,3,4811000,43700,EXTRACTOR Y VENTILADOR DE AIRE,EQUIPO,"1,00","12.900,00","12.900,00",,,,"1,00","12.900,00","12.900,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-06-1085129-1-1,1,4218000,43400,"PREVENCION, CONTROL Y ATENCION DEL CORONA VIRUS COVID - 19 (ADQUISICION DE ANALIZADOR DE QUIMICA, LECTOR DE ELISA PARA EL C.S.I. CORIPATA)",GLOBAL,"1,00","84.000,00","84.000,00",,,,"1,00","83.999,00","83.999,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1266-00-1098302-1-1,1,3910000,39700,LAMPARA ULTRAVIOLETA GERMICIDA DE 40 A 60 W.,PIEZA,6.0,270.00,"1,620.00",,,,6.0,270.00,"1,620.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1266-00-1098302-1-1,2,3910000,39700,LUMINARIA ULTRAVIOLETA GERMICIDA DE 2 X 55 W.,PIEZA,26.0,"1,860.00","48,360.00",,,,26.0,"1,860.00","48,360.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089746-1-1,1,7210000,24110,REVOQUE INTERIOR DE YESO S/MURO DE LADRILLO,M2,"24,56","67,35","1.654,12",,,,"24,56","67,35","1.654,12",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,2,7210000,24110,PINTURA INTERIOR LATEX,M2,"44,91","32,83","1.474,26",,,,"45,00","32,76","1.474,26",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,3,7210000,24110,CUBIERTA DE CALAMINA + MADERAMEN,M2,"4,23","297,42","1.256,78",,,,"4,23","297,42","1.256,78",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,4,7210000,24110,VENTANA DE ALUMINIO LINEA 20 C/VIDRIO,M2,"1,65","527,73","870,75",,,,"1,65","527,73","870,75",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,5,7210000,24110,TOMACORRIENTES DOBLE PROV E INST.,PZA,"18,00","34,24","616,32",,,,"18,00","34,24","616,32",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,6,7210000,24110,PUERTA DE ALUMINIO C/VIDRIO,M2,"5,67","680,50","3.858,44",,,,"5,67","680,50","3.858,44",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,7,7210000,24110,CAJA DE DERIVACION CIRCULAR PROV E INST.,PZA,"3,00","9,82","29,46",,,,"3,00","9,82","29,46",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,8,7210000,24110,REVOQUE DE ESTUCO CIELO RASO + MADERAMEN,M2,"2,77","276,39","765,60",,,,"2,77","276,39","765,60",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,9,7210000,24110,INTERRUPTOR DOBLE PLACA PROV E INST.,PZA,"16,00","38,47","615,52",,,,"16,00","38,47","615,52",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,10,7210000,24110,MURO DE CERAMICA,M2,"45,94","157,41","7.232,20",,,,"46,00","157,22","7.232,20",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,11,7210000,24110,ALAMBRE AISLADO DE COBRE N 14,ML,"115,00","8,82","1.014,30",,,,"115,00","8,82","1.014,30",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,12,7210000,24110,LUMINARIA PANEL LED CIRCULAR 22WHATS,PZA,"17,00","125,00","2.125,00",,,,"17,00","125,00","2.125,00",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,13,7210000,24110,MURO CORTINA DE ALUMINIO C/VIDRIO ESTEOPOLITA,M2,"13,32","490,55","6.534,13",,,,"13,32","490,55","6.534,13",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,14,7210000,24110,CAJA DE CONEXIÓN PVC RECTANGULAR PROV E INST.,PZA,"9,00","9,82","88,38",,,,"9,00","9,82","88,38",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,15,7210000,24110,ALAMBRE AISLADO DE COBRE N 12,ML,"175,00","9,82","1.718,50",,,,"175,00","9,82","1.718,50",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,16,7210000,24110,PICADO DE MURO LADRILLO,ML,"19,60","12,12","237,55",,,,"19,60","12,12","237,55",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,17,7210000,24110,REVOQUE EXTERIOR DE CAL Y  CEMENTO,M2,"18,04","199,52","3.598,34",,,,"18,00","199,91","3.598,34",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,18,7210000,24110,Muro de ladrillo de 6H,M2,"36,25","85,21","3.088,86",,,,"36,25","85,21","3.088,86",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,19,7210000,24110,PISO DE CERAMICA,M2,"38,66","172,48","6.668,08",,,,"38,66","172,48","6.668,08",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,20,7210000,24110,PINTURA EXTERIOR LATEX,M2,"18,04","32,83","592,09",,,,"18,00","32,89","592,09",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,21,7210000,24110,LIMPIEZA GENERAL,GLB,"1,00","250,55","250,55",,,,"1,00","250,55","250,55",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,22,7210000,24110,DUCTO CONDUIT 3/4 PROV E INST.,ML,"19,60","8,88","174,05",,,,"19,60","8,88","174,05",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,23,7210000,24110,CONTRAPISO DE CEMENTO,M2,"38,66","76,50","2.957,49",,,,"38,66","76,50","2.957,49",Contratado,,,,,,,,,,,,
20-1201-00-1089746-1-1,24,7210000,24110,ZOCALO DE CERAMICA,M2,"3,49","35,52","123,96",,,,"3,49","35,52","123,96",Contratado,,,,,,,,,,,,
20-1244-00-1091692-1-1,1,4110000,39400,GLUCOMETRO,PIEZA,"112,00","278,40","31.180,80",,,,"112,00","264,00","29.568,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1244-00-1091692-1-1,2,4112000,34200,TIRAS REACTIVAS (CAJAS POR 50 UNIDADES),CAJA(50 U),"112,00","233,44","26.145,28",,,,"112,00","221,00","24.752,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0901-02-1095627-1-1,1,7210000,24110,MANTENIMIENTO Y REFACCION AMBIENTE COVID-19 POSTA DE SALUD CHALLAVITO (PREVENCION CONTROL Y ATENCION DEL COCONAVIRUS),GLOBAL,1.0,"43,999.83","43,999.83",,,,1.0,"40,000.80","40,000.80",Contratado,Cronograma 0,,,,,,,,,,,
20-1423-00-1092552-1-1,1,4214000,43400,TUBOS DE OXIGENO + MANOMETRO PARA TUBO DE OXIGENO,PIEZA,"9,00","2.695,00","24.255,00",,,,"9,00","2.695,00","24.255,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1423-00-1092552-1-1,2,4227000,43400,MANOMETRO PARA TUBO DE OXIGENO,PIEZA,"9,00","750,00","6.750,00",,,,"9,00","750,00","6.750,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1423-00-1092552-1-1,3,4214000,43400,TENSIOMETRO DIGITAL,PIEZA,"11,00","825,00","9.075,00",,,,"11,00","825,00","9.075,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1423-00-1092552-1-1,4,4214000,39400,MASCARILLA PARA TUBO DE OXIGENO,PIEZA,"7,00","19,00","133,00",,,,"7,00","19,00","133,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1423-00-1092552-1-1,5,4227000,43400,NEBULIZADOR,PIEZA,"9,00","680,00","6.120,00",,,,"9,00","680,00","6.120,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1604-00-1091210-1-2,1,4213000,34200,QUIPOS DE PROTECCION PERSONALPARA EL HOSPITAL SAN JUASN DE DIOS Y EL CENTRO DE AISLAMIENTO VIRGEN DEL CARMEN DEL MUNICIPIO DE CHALLAPATA,GLOBAL,1.0,"262,175.00","262,175.00",,,,1.0,"262,175.00","262,175.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1404-00-1101655-1-1,1,4214000,43400,"PREVENCION CONTROL Y ATENCION AL CORONA VIRUS \""ADQUISICION DEL EQUIPAMIENTO (LAMPARA CIALITICA PARA EL CENTRO DE AISLAMIENTO Y ATENCION COVID-19 DISTRITO - 5)\""",GL,"1,00","370.000,00","370.000,00",AGUILAR QUIROGA ARIEL,"360.000,00","360.000,00","1,00","360.000,00","360.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1304-00-1092440-1-1,1,4217000,43400,MESA GINECOLOGICA MARCA DIXION PROCEDENCIA ALEMANIA,PIEZA,"1,00","62.000,00","62.000,00",,,,"1,00","62.000,00","62.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1206-00-1089664-1-1,1,4110000,43400,STAT FAX 1908 (ANALIZADOR SEMIAUTOMATICO DE QUIMICA),EQUIPO,2.0,"21,950.00","43,900.00",,,,2.0,"21,950.00","43,900.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1205-00-1093762-1-1,1,,,,,,,,,,,,,,,,HURTADO PEREDO MEDICAL & INSTRUMENT S.R.L.              HP MEDICAL S.R.L.,,,,,"10,750.00",31/12/2020,,,,
20-1205-00-1093762-1-1,2,,,,,,,,,,,,,,,,CORPORACION MERCANTIL SUDAMERICANA LTDA.,,,,,"117,000.00",31/12/2020,,,,
20-1205-00-1093762-1-1,3,,,,,,,,,,,,,,,,VELIZ GUZMAN ISAIAS,,,,,"124,200.00",31/12/2020,,,,
20-1501-00-1098462-1-1,1,4225000,34200,MEDICAMENTOS E INSUMOS MÉDICOS,UNIDAD,"1,00","39.124,00","39.124,00",,,,"1,00","39.124,00","39.124,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1243-00-1099144-1-1,1,3116000,34500,IMPLEMENTACION DEL BLOQUE DE AISLAMIENTO COVID-19 (COMPRA MATERIALES DE CONSTRUCCION) 3RA COMPRA,GLB,1.0,"49,961.76","49,961.76",,,,1.0,"49,961.76","49,961.76",Contratado,Cronograma 0,,,,,,,,,,,
20-1228-00-1101712-1-1,1,5019000,71630,PROVISIÓN DE ALIMENTOS ?CANASTA ESCOLAR POST COVID-19 MONTERO? (PACK No43),GBAL,"800,00","250,00","200.000,00",ROCKHOLT MONTAÑO MIGUEL ESTEBAN,"249,84","199.872,00","800,00","249,84","199.872,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1734-00-1094212-1-1,1,3025000,42210,CONST. MURO PERIMETRAL CEMENTERIO GENERAL HUACHACALLA (AMPLIACION ZONA COVID),GLB,"1,00","164.568,00","164.568,00",ARCIENEGA SAAVEDRA JHONNY RAUL,"164.449,79","164.449,79","1,00","164.449,79","164.449,79",Contratado,Cronograma 0,,,,,,,,,,,
20-1418-00-1099632-1-1,1,2510000,43310,MOTOCICLETA,PZA,"1,00","34.104,00","34.104,00",,,,"1,00","34.104,00","34.104,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1103-00-1093139-1-1,1,4110000,43400,ESTERILIZADOR A BAJA TEMPERATURA,EQUIPO,"1,00","1.350.000,00","1.350.000,00",,,,"1,00","1.350.000,00","1.350.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-02-1094796-1-1,1,4110000,43400,MONITOR MULTIPARAMETRICO NEONATAL,EQUIPO,1.00,"29,500.00","29,500.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0417-02-1094796-1-1,2,4110000,43400,ANALIZADOR QUIMICO SEMICOMPUTARIZADO (ESPECTROFOTOMETRO),EQUIPO,2.00,"18,800.00","37,600.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0417-02-1094796-1-1,3,4110000,43400,ESTUFA INCUBADORA CON CONVENCION NATURAL,EQUIPO,1.00,"25,000.00","25,000.00",CORIMEX LTDA,"23,500.00","23,500.00",1.0,"23,500.00","23,500.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-02-1094796-1-1,4,4110000,43400,SILLON PARA HEMODIALISIS,EQUIPO,1.00,"8,821.00","8,821.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0417-02-1094796-1-1,5,4110000,43400,FOTOTERAPIA NEONATAL CON PEDESTAL,EQUIPO,2.00,"19,000.00","38,000.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0417-02-1094796-1-1,6,4110000,43400,COMPRESOR,EQUIPO,1.00,"5,568.00","5,568.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0138-00-1090717-1-1,1,4713000,39100,"papel higienico de 20 unidades por paquete de 20 unidades blanco doble hoja sin envoltura, 100% fibra de celulosa",paquetes,750.00,20.0,"15,000.00",,,,750.00,20.0,"15,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0138-00-1090717-1-1,2,4713000,39100,"detergente en polvo en bolsa de 640 gr fragancia limon, multiuso, detergente aglomerado blanco de aspecto homogéneo",bolsa,"3,000.00",9.0,"27,000.00",,,,"3,000.00",9.0,"27,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0138-00-1090717-1-1,3,4713000,39100,"liquido desinfectante uso domestico, potencia la remocion de manchas , suciedades, microorganismo y olores",litros,"1,000.00",9.3,"9,300.00",,,,"1,000.00",9.25,"9,250.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0138-00-1090717-1-1,4,4713000,39100,"jabon de tocador 125 gr. jabon con glicerina 125 gr, no contiene parabenos, enriquecido con aceites hidra flores",unidades,"3,000.00",4.3,"12,900.00",,,,"3,000.00",4.3,"12,900.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0138-00-1090717-1-1,5,4713000,39100,"shampo de 1000 ml. shampoo de uso diario, liquido viscoso, agradable aroma",litros,"3,000.00",10.0,"30,000.00",,,,"3,000.00",10.0,"30,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0138-00-1090717-1-1,6,4713000,39100,"pasta dental de 130 gr protege esmnalte dental, protege anti caries, dientes blancos, aliento fresco, 130 gr",unidades,"3,000.00",6.5,"19,500.00",,,,"3,000.00",6.45,"19,350.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0906-00-1094572-1-1,1,4214000,34500,BATAS DESECHABLES PARA COVID - 19,PIEZAS,"16.200,0","30,00","486.000,00",INDUSTRIAL BUSINESS GROUP S.R.L.,"30,00","486.000,00","16.200,00","30,00","486.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1061490-2-1,1,4219000,39400,TERMÓMETRO DIGITAL,PIEZA,110.0,85.0,"9,350.00",,,,110.0,84.0,"9,240.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1061490-2-1,2,4219000,39400,TENSIOMETRO CON ESTETOSCOPIO,PIEZA,176.0,350.0,"61,600.00",,,,176.0,349.0,"61,424.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1061490-2-1,3,4219000,39400,CÁNULAS NASALES (BIGOTERAS),PIEZA,109.0,10.0,"1,090.00",,,,109.0,9.5,"1,035.50",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1061490-2-1,4,4219000,39400,GLUCOMETRO COMPLETO,PIEZA,22.0,800.0,"17,600.00",,,,22.0,799.0,"17,578.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1061490-2-1,5,4219000,39400,OXIMETRO DE PULSO,PIEZA,20.0,230.0,"4,600.00",,,,20.0,229.0,"4,580.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1061490-2-1,6,4219000,39400,MASCARILLAS PARA ADULTOS,PIEZA,96.0,60.0,"5,760.00",,,,96.0,59.0,"5,664.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1801-00-1089265-1-1,1,4219000,43400,TORRE DE LAPAROSCOPIA CON ACCESORIOS,EQUIPO,1.0,"998,000.00","998,000.00",,,,1.0,"998,000.00","998,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1301-00-1100646-1-1,1,5121000,34200,EUGENOL 20ML SOLUCION,FCO,"4,00","139,50","558,00",,,,"4,00","139,50","558,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,2,5121000,34200,CARIOSTATICO DENTAL 10%,FCO,"2,00","89,00","178,00",,,,"2,00","89,00","178,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,3,5121000,34200,ADHESIVO DENTARIO BONDING,FCO,"4,00","107,00","428,00",,,,"4,00","107,00","428,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,4,5121000,34200,ALGODON 400 GR.,PAQUET,"90,00","41,50","3.735,00",,,,"90,00","41,50","3.735,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,5,5121000,34200,BOLSA DE TRANSFUSION,PZA,"60,00","59,00","3.540,00",,,,"60,00","59,00","3.540,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,6,5121000,34200,CAMPO DESECHABLE DE BRAKET PARA MODULAR,PAQUET E,"3,00","199,00","597,00",,,,"3,00","199,00","597,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,7,5121000,34200,PASTA PROFILACTICA,FCO,"6,00","59,50","357,00",,,,"6,00","59,50","357,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,8,5121000,34200,CINTA TESTIGO SECO,PZA.,"20,00","194,00","3.880,00",,,,"20,00","194,00","3.880,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,9,5121000,34200,TIRAS DE LIJA METALICA,CAJA,"20,00","29,50","590,00",,,,"20,00","29,50","590,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,10,5121000,34200,OXITOCINA 5 UI/ML O 10 UI/ML,FCO-AMP,"1.000,00","2,46","2.460,00",,,,"1.000,00","2,46","2.460,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,11,5121000,34200,AGUJA PARA CARPULE LARGA (CAJA X 100),CAJA,"1,00","89,00","89,00",,,,"1,00","89,00","89,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,12,5121000,34200,AGUJA PARA CARPULE CORTA (CAJA X 100),CAJA,"4,00","89,00","356,00",,,,"4,00","89,00","356,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,13,5121000,34200,CEPILLO DENTAL PEDIATRICO,PZA.,"200,00","5,50","1.100,00",,,,"200,00","5,50","1.100,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,14,5121000,34200,ACIDO GRABADOR GEL 37%,FCO,"3,00","59,50","178,50",,,,"3,00","59,50","178,50",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,15,5121000,34200,FLUORURO DE SODIO 250ML GEL,FCO,"8,00","69,50","556,00",,,,"8,00","69,50","556,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,16,5121000,34200,"RESINA FOTOPOLIMERIZABLE A1,A2,A3",FCO,"4,00","1.598,00","6.392,00",,,,"4,00","1.598,00","6.392,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,17,5121000,34200,ATORVASTATINA 10MG.,COMP,"800,00","0,72","576,00",,,,"800,00","0,72","576,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,18,5121000,34200,CLORFENAMINA 10MG/ML,FCO-AMP,"800,00","2,03","1.624,00",,,,"800,00","2,03","1.624,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,19,5121000,34200,DIAZEPAN 5MG,COMP,"100,00","1,38","138,00",,,,"100,00","1,38","138,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,20,5121000,34200,CEPILLO DENTAL ADULTO,PZA.,"100,00","3,99","399,00",,,,"100,00","3,99","399,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,21,5121000,34200,ERGOMETRINA MALEATO 0.2MG,FCO-AMP,"550,00","6,23","3.426,50",,,,"550,00","6,23","3.426,50",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,22,5121000,34200,LIDOCAINA CLORHIDRATO + EPINEFRINA CARTUCHO DENTAL,FCO,"800,00","3,49","2.792,00",,,,"800,00","3,49","2.792,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,23,5121000,34200,JUEGO DE FRESAS DIAMANTADA,KIT,"3,00","199,00","597,00",,,,"3,00","199,00","597,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,24,5121000,34200,CUBETA DE FLUORIZACION ADULTO (CJA X 50),CAJA,"6,00","349,00","2.094,00",,,,"6,00","349,00","2.094,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,25,5121000,34200,PASTA PARA PULIR RESINA,FCO,"3,00","119,00","357,00",,,,"3,00","119,00","357,00",Contratado,,,,,,,,,,,,
20-1301-00-1100646-1-1,26,5121000,34200,GASA 100 YARDAS MALLA 20X24 mm,ROLLO,"20,00","618,00","12.360,00",,,,"20,00","618,00","12.360,00",Contratado,,,,,,,,,,,,
20-1807-00-1095466-1-1,1,5121000,34200,heparina de bajo peso molecular 40mg,inyectable,"884,00","56,51","49.954,84",,,,"884,00","56,51","49.954,84",Contratado,Cronograma 0,,,,,,,,,,,
20-1201-00-1089627-1-1,1,4218000,43400,ELECTROCARDIÓGRAFOS PARA LA ATENCIÓN DE PACIENTES CON COVID - 19 DE LAS DIFERENTES AGENCIAS REGIONALES,EQUIPO,"23,00","24.700,00","568.100,00",,,,"23,00","24.300,00","558.900,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0411-00-1089817-1-1,1,2510000,43330,Minibús  con equipamiento de AMBULANCIA,UNIDAD,1.00,"258,300.00","258,300.00",TAIYO MOTORS S.A.,"258,216.00","258,216.00",1.0,"258,216.00","258,216.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1512-00-1095303-1-1,1,,,,,,,,,,,,,,,,PROVEEDORA ESPECIALIZADA EN MEDICAMENTOS PROVEM S.R.L.,,,,,"2.160,00",31/12/2020,,,,
20-1604-00-1098712-1-1,1,4112000,43400,Gasómetro arterial,EQUIPO,"1,00","95.000,00","95.000,00",,,,,,,Declarado Desierto por Desistimiento,Cronograma 0,,,,,,,,,,,
20-1604-00-1098712-1-1,2,4112000,43400,Agitador  de placas,EQUIPO,"1,00","6.100,00","6.100,00",,,,"1,00","6.090,00","6.090,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1604-00-1098712-1-1,3,4112000,43400,microscopio Binocular foco led 220v-50hz CM001,EQUIPO,"1,00","11.150,00","11.150,00",,,,"1,00","11.100,00","11.100,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1604-00-1098712-1-1,4,4112000,43400,Microcentrifuga,EQUIPO,"1,00","27.300,00","27.300,00",,,,"1,00","27.250,00","27.250,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1604-00-1098712-1-1,5,4112000,43400,contador de células de 8 teclas (Piano),EQUIPO,"1,00","1.900,00","1.900,00",,,,"1,00","1.850,00","1.850,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1604-00-1098712-1-1,6,4112000,43400,stat fax 4500,EQUIPO,"1,00","28.200,00","28.200,00",,,,"1,00","28.150,00","28.150,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1604-00-1098712-1-1,7,4112000,43400,vortex,EQUIPO,"1,00","3.000,00","3.000,00",,,,"1,00","2.950,00","2.950,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1801-00-1089697-1-1,1,4110000,43400,MICROCENTRIFUGA REFRIGERADA PARA COVID-19. SERVICIO DE LABORATORIO. HODE MATERNO INFANTIL,EQUIPO,"1,00","65.000,00","65.000,00",,,,"1,00","65.000,00","65.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1605-00-1097740-1-1,1,4217000,34200,JABON LIQUIDO ANTIBACTERIAL 1 LITRO MARCA SUPER BOOM PROCEDENCIA NACIONAL,FRASCO,"50,00","17,00","850,00",,,,"50,00","17,00","850,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1605-00-1097740-1-1,2,4217000,34200,DETERGENTE EN POLVO DE 5 KG MARCA TODO BRILLO PROCEDENCIA BOLIVIA,BOLSA,"24,00","77,00","1.848,00",,,,"24,00","77,00","1.848,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1605-00-1097740-1-1,3,4217000,34200,BOLSAS (ROJO 40X60 CM DE POLIETILENO NO RECICLADO Y LIBRE DE IMPURESAS) MARCA LYL PROCEDENCIA PERU,PIEZA,"2.400,00","1,10","2.640,00",,,,"2.400,00","1,10","2.640,00",Contratado,Cronograma 0,,,,,,,,,,,
